event,regime,n,mean_ret,median_ret,hit_up,hit_down
attack_heavy&deal_only,calm_bull,36,0.011788970741803498,0.008190627038742293,0.6944444444444444,0.3055555555555556
attack_heavy&deal_only,neutral,42,0.015362796030938335,0.010581616495153767,0.7142857142857143,0.2857142857142857
attack_heavy&deal_only,oversold,30,0.011183122942290886,0.0065449984593281,0.5666666666666667,0.43333333333333335
attack_heavy&deal_only,risk_off,10,0.027523820773469886,0.014036738343219946,0.7,0.3
attack_heavy&deal_over_tariff,calm_bull,42,0.01049729813299513,0.006678482845798306,0.7142857142857143,0.2857142857142857
attack_heavy&deal_over_tariff,neutral,55,0.01294904014771834,0.010714263320077633,0.6727272727272727,0.32727272727272727
attack_heavy&deal_over_tariff,oversold,35,0.014504551927075457,0.016485873826428632,0.6285714285714286,0.37142857142857144
attack_heavy&deal_over_tariff,risk_off,11,0.03106995767755073,0.018301518414319373,0.7272727272727273,0.2727272727272727
attack_heavy&has_china,calm_bull,35,0.009206514155104489,0.0067051001011344535,0.6857142857142857,0.3142857142857143
attack_heavy&has_china,neutral,65,0.010819115991992832,0.014176428744270275,0.6307692307692307,0.36923076923076925
attack_heavy&has_china,oversold,43,0.014093537139057116,0.017093831758776767,0.6046511627906976,0.3953488372093023
attack_heavy&has_china,risk_off,15,0.029436230960732016,0.02263077700866223,0.7333333333333333,0.26666666666666666
deal_only&volume_spike,calm_bull,18,0.010991365671388772,0.008486664473909555,0.6666666666666666,0.3333333333333333
deal_only&volume_spike,neutral,23,0.015518658110789774,0.008698721558983102,0.782608695652174,0.21739130434782608
deal_only&volume_spike,oversold,17,0.018465886610771427,0.009638413994674577,0.5882352941176471,0.4117647058823529
deal_only&volume_spike,risk_off,8,0.025742565024639882,0.013969966204496975,0.75,0.25
deal_over_tariff&volume_spike,calm_bull,22,0.008416202848946423,0.004227885469091031,0.6818181818181818,0.3181818181818182
deal_over_tariff&volume_spike,neutral,28,0.014581292804390784,0.008847968644892235,0.75,0.25
deal_over_tariff&volume_spike,oversold,21,0.02173673518780466,0.016944777344694906,0.6666666666666666,0.3333333333333333
deal_over_tariff&volume_spike,risk_off,9,0.030274649657275356,0.018301518414319373,0.7777777777777778,0.2222222222222222
has_action&deal_only,calm_bull,21,0.006011461734998146,0.006651865590462158,0.5714285714285714,0.38095238095238093
has_action&deal_only,neutral,32,0.011727418292425074,0.008847968644892235,0.6875,0.3125
has_action&deal_only,oversold,24,0.0281287481005396,0.018422448134861047,0.7083333333333334,0.2916666666666667
has_action&deal_only,risk_off,12,0.03346141397277768,0.018422448134861047,0.75,0.25
has_action&deal_over_tariff,calm_bull,26,0.0027685803280873425,0.0024566441492293034,0.5384615384615384,0.4230769230769231
has_action&deal_over_tariff,neutral,36,0.011786413457240066,0.009659248373825813,0.6944444444444444,0.3055555555555556
has_action&deal_over_tariff,oversold,31,0.025148820639054135,0.01854337785540272,0.7096774193548387,0.2903225806451613
has_action&deal_over_tariff,risk_off,13,0.03600525341474548,0.01854337785540272,0.7692307692307693,0.23076923076923078
has_attack&deal_over_tariff,calm_bull,63,0.007253676460842111,0.004859987286333078,0.6190476190476191,0.38095238095238093
has_attack&deal_over_tariff,neutral,99,0.010160488871709516,0.008559456872563542,0.6666666666666666,0.3333333333333333
has_attack&deal_over_tariff,oversold,65,0.00901280246241141,0.003451582923981622,0.5384615384615384,0.46153846153846156
has_attack&deal_over_tariff,risk_off,16,0.035986789286170676,0.02413240060186017,0.75,0.25
has_china&volume_spike,calm_bull,22,0.006896970807285948,0.005847787459023812,0.6818181818181818,0.3181818181818182
has_china&volume_spike,neutral,32,0.022854644480849045,0.02086083189531185,0.6875,0.3125
has_china&volume_spike,oversold,19,0.015277830940908569,0.020156526172404376,0.6842105263157895,0.3157894736842105
has_china&volume_spike,risk_off,7,0.02140508633228801,0.04096366299999099,0.8571428571428571,0.14285714285714285
has_deal&attack_heavy,calm_bull,47,0.00897530899297065,0.005523817949256715,0.7021276595744681,0.2978723404255319
has_deal&attack_heavy,neutral,62,0.01235649758998133,0.010517772168463946,0.6774193548387096,0.3225806451612903
has_deal&attack_heavy,oversold,43,0.010254812263798386,0.009771958272120518,0.5813953488372093,0.4186046511627907
has_deal&attack_heavy,risk_off,13,0.03059935018914202,0.02263077700866223,0.7692307692307693,0.23076923076923078
has_deal&has_exclamation,calm_bull,105,0.005169657066242461,0.0041225027147016036,0.6,0.3904761904761905
has_deal&has_exclamation,neutral,152,0.010573629229330922,0.008229656694029752,0.6381578947368421,0.3618421052631579
has_deal&has_exclamation,oversold,104,0.005261296387862103,5.043031254980956e-06,0.5,0.5
has_deal&has_exclamation,risk_off,29,0.022248230654833813,0.018301518414319373,0.6896551724137931,0.3103448275862069
has_deal&has_night_post,calm_bull,63,0.0060356241389007935,0.0041225027147016036,0.6349206349206349,0.36507936507936506
has_deal&has_night_post,neutral,87,0.012264959460723718,0.013807996587220872,0.6896551724137931,0.3103448275862069
has_deal&has_night_post,oversold,59,0.00901284850091171,0.0025834250982013085,0.5254237288135594,0.4745762711864407
has_deal&has_night_post,risk_off,16,0.03209186792832642,0.01415766806376162,0.6875,0.3125
has_deal&short_posts,calm_bull,58,0.006995017681441286,0.006087841769859437,0.603448275862069,0.3793103448275862
has_deal&short_posts,neutral,80,0.013774738499092179,0.008468368664417358,0.6625,0.3375
has_deal&short_posts,oversold,26,0.02294377378898473,0.01291198915234082,0.6538461538461539,0.34615384615384615
has_deal&short_posts,risk_off,11,0.040398906520000916,0.0297362710451603,0.7272727272727273,0.2727272727272727
has_deal&uppercase_phrase_heavy,neutral,13,0.015719354384971553,0.010841951973457276,0.7692307692307693,0.23076923076923078
has_deal&uppercase_phrase_heavy,oversold,6,0.04682855710626571,0.04702532350922517,0.8333333333333334,0.16666666666666666
has_deal&volume_spike,calm_bull,25,0.00662075990293165,0.003940659780882205,0.68,0.32
has_deal&volume_spike,neutral,35,0.01860121169904398,0.008997215730801367,0.7428571428571429,0.2571428571428571
has_deal&volume_spike,oversold,25,0.019555145646837798,0.016944777344694906,0.64,0.36
has_deal&volume_spike,risk_off,10,0.029510262392414045,0.0204661477114908,0.8,0.2
has_night_post&deal_only,calm_bull,45,0.007427113213684312,0.006651865590462158,0.5777777777777777,0.4222222222222222
has_night_post&deal_only,neutral,67,0.012937563914772634,0.013807996587220872,0.7014925373134329,0.29850746268656714
has_night_post&deal_only,oversold,39,0.013914718088277026,0.003451582923981622,0.5641025641025641,0.4358974358974359
has_night_post&deal_only,risk_off,14,0.03437767224024147,0.01415766806376162,0.7142857142857143,0.2857142857142857
has_night_post&deal_over_tariff,calm_bull,56,0.006470062619777914,0.00473223886506946,0.6071428571428571,0.39285714285714285
has_night_post&deal_over_tariff,neutral,78,0.013230986088130888,0.013896201349470672,0.7051282051282052,0.2948717948717949
has_night_post&deal_over_tariff,oversold,48,0.013807180112027069,0.00377142069268821,0.5833333333333334,0.4166666666666667
has_night_post&deal_over_tariff,risk_off,15,0.036521249205449316,0.01854337785540272,0.7333333333333333,0.26666666666666666
has_relief&deal_over_tariff,calm_bull,15,0.014218554897334352,0.014592321194082603,0.8,0.2
has_relief&deal_over_tariff,neutral,16,0.024955826487797685,0.02171837254032738,0.6875,0.3125
has_relief&deal_over_tariff,oversold,12,0.017283037350711378,0.0031801491194333176,0.5833333333333334,0.4166666666666667
has_relief&deal_over_tariff,risk_off,6,0.05066309539385518,0.05501010249893734,0.6666666666666666,0.3333333333333333
posts_high&deal_over_tariff,calm_bull,63,0.006592097380376401,0.004515111157299856,0.6349206349206349,0.36507936507936506
posts_high&deal_over_tariff,neutral,83,0.013733235802201016,0.01086361161633076,0.6987951807228916,0.30120481927710846
