epoch,train_loss,val_loss,val_acc,val_regime_acc
1,1.0427651807538776,1.0019418268787617,0.5357142857142857,0.40816326530612246
2,0.9641202845033281,0.9800923138248677,0.5408163265306123,0.3979591836734694
3,0.8887229319321543,0.937608392871156,0.5051020408163265,0.47959183673469385
4,0.8249687174931803,0.886230011375583,0.5051020408163265,0.6428571428571429
5,0.772444983129815,0.8531968690911118,0.46938775510204084,0.7142857142857143
6,0.7265503199614503,0.8426104565056003,0.46938775510204084,0.826530612244898
7,0.6797525641688766,0.8378310033253261,0.4846938775510204,0.9030612244897959
8,0.6681442278892201,0.8479078594519167,0.4744897959183674,0.9030612244897959
9,0.664017043726453,0.9358429714125029,0.4336734693877551,0.9081632653061225
10,0.636140079504099,0.9206181253705706,0.44387755102040816,0.9285714285714286
11,0.6217563518943507,0.91752155459657,0.4744897959183674,0.9438775510204082
12,0.6044973753546972,1.0468034695605843,0.45918367346938777,0.9336734693877551
13,0.5884747928446307,1.0525344099317278,0.4744897959183674,0.9387755102040817
14,0.5880330379929816,1.1837182531551438,0.45918367346938777,0.9489795918367347
15,0.5622792042855368,1.2968388284955705,0.45408163265306123,0.9387755102040817
