event,regime,n,mean_ret,median_ret,hit_up,hit_down
attack_heavy&deal_over_tariff,calm_bull,43,0.0038980891402908475,0.006259778133638205,0.7441860465116279,0.2558139534883721
attack_heavy&deal_over_tariff,neutral,69,0.006878588326047502,0.011135669850731444,0.6956521739130435,0.30434782608695654
attack_heavy&deal_over_tariff,oversold,18,0.015732043199583195,0.012311193099324713,0.6111111111111112,0.3888888888888889
attack_heavy&deal_over_tariff,risk_off,8,0.02813959260085082,0.03138209998257935,0.75,0.25
deal_heavy&deal_only,calm_bull,25,0.0063347532996503066,0.006288500196744984,0.84,0.16
deal_heavy&deal_only,neutral,55,0.0061520956361856794,0.012182159550193195,0.6909090909090909,0.3090909090909091
deal_heavy&deal_only,oversold,19,0.013344668129251894,0.010730107460904303,0.6842105263157895,0.3157894736842105
deal_heavy&deal_only,risk_off,10,0.02875720905681266,0.02959278662785525,0.7,0.3
deal_heavy&deal_over_tariff,calm_bull,37,0.004807579608971542,0.004863191475416029,0.7837837837837838,0.21621621621621623
deal_heavy&deal_over_tariff,neutral,79,0.006064625738480572,0.011340603502164592,0.7088607594936709,0.2911392405063291
deal_heavy&deal_over_tariff,oversold,24,0.014703388459065775,0.012589435150169637,0.6666666666666666,0.3333333333333333
deal_heavy&deal_over_tariff,risk_off,12,0.027860750190500327,0.02959278662785525,0.6666666666666666,0.3333333333333333
deal_heavy&has_iran,calm_bull,8,0.006489882803387956,0.00317251351257708,0.875,0.125
deal_heavy&has_iran,neutral,27,0.008005152328020097,0.01486935669306333,0.7407407407407407,0.25925925925925924
deal_heavy&has_night_post,calm_bull,29,0.0024629685041838616,0.003792435099807978,0.6896551724137931,0.3103448275862069
deal_heavy&has_night_post,neutral,54,0.007936192003526141,0.014340054358228937,0.6851851851851852,0.3148148148148148
deal_heavy&has_night_post,oversold,15,0.023779628047364405,0.01444876283943497,0.7333333333333333,0.26666666666666666
deal_heavy&has_night_post,risk_off,7,0.04773926748563505,0.039979714705748126,0.8571428571428571,0.14285714285714285
deal_heavy&lots_of_excl,calm_bull,40,0.0027806163623903977,0.00375572210897146,0.725,0.275
deal_heavy&lots_of_excl,neutral,86,0.0061213206218119365,0.01023450333192788,0.686046511627907,0.313953488372093
deal_heavy&lots_of_excl,oversold,27,0.015046037943398994,0.01444876283943497,0.6666666666666666,0.3333333333333333
deal_heavy&lots_of_excl,risk_off,13,0.027563976669452053,0.03059892752089244,0.6923076923076923,0.3076923076923077
deal_heavy&positive_heavy,calm_bull,37,0.0021290465146158763,0.0035945968603239287,0.7027027027027027,0.2972972972972973
deal_heavy&positive_heavy,neutral,77,0.005657870870735403,0.010706385059612522,0.6753246753246753,0.3246753246753247
deal_heavy&positive_heavy,oversold,24,0.01642902403634111,0.014546667614198316,0.6666666666666666,0.3333333333333333
deal_heavy&positive_heavy,risk_off,11,0.03330489311230931,0.03495435744620368,0.7272727272727273,0.2727272727272727
deal_heavy&pre_deal,calm_bull,26,0.004884394924858315,0.004350117831087519,0.7692307692307693,0.23076923076923078
deal_heavy&pre_deal,neutral,47,0.005806749139545862,0.006461149355127871,0.723404255319149,0.2765957446808511
deal_heavy&pre_deal,oversold,17,0.019286796988688012,0.014644572388961663,0.7647058823529411,0.23529411764705882
deal_heavy&pre_deal,risk_off,8,0.04099693052977843,0.0356777227212518,0.875,0.125
deal_heavy&short_posts,calm_bull,24,0.004580898501882175,0.0034590767478828166,0.75,0.25
deal_heavy&short_posts,neutral,33,0.00975741002667835,0.016464812961545672,0.7575757575757576,0.24242424242424243
deal_heavy&short_posts,oversold,10,0.03335183019080414,0.028184831564205926,0.8,0.2
deal_heavy&short_posts,risk_off,5,0.05469338140531836,0.06550914671130736,0.8,0.2
deal_over_tariff&deal_only,calm_bull,83,0.003229657703334856,0.004271489491850966,0.6626506024096386,0.3373493975903614
deal_over_tariff&deal_only,neutral,144,0.005177229102274836,0.008949292943648768,0.6666666666666666,0.3333333333333333
deal_over_tariff&deal_only,oversold,42,0.008972593428926721,0.0059640002984227,0.5952380952380952,0.40476190476190477
deal_over_tariff&deal_only,risk_off,26,0.012484211251870363,0.005640492292336874,0.5769230769230769,0.4230769230769231
exclamation_heavy&china_streak_3d,calm_bull,9,-0.003993372058225845,-0.00788262123341521,0.3333333333333333,0.6666666666666666
exclamation_heavy&china_streak_3d,neutral,38,0.007356525111316012,0.008406079494132856,0.7105263157894737,0.2894736842105263
exclamation_heavy&china_streak_3d,oversold,18,0.024206301147842564,0.025884276904630354,0.6111111111111112,0.3888888888888889
exclamation_heavy&china_streak_3d,risk_off,13,0.024676525391198332,0.023992346560176125,0.7692307692307693,0.23076923076923078
has_action&deal_only,calm_bull,22,0.003423379082844372,0.004031962295829472,0.6363636363636364,0.36363636363636365
has_action&deal_only,neutral,34,0.005015498389671452,0.0027044069201188625,0.5882352941176471,0.4117647058823529
has_action&deal_only,oversold,18,0.028224626974499525,0.017208668985773445,0.7222222222222222,0.2777777777777778
has_action&deal_only,risk_off,11,0.035668037528399914,0.016964700286519863,0.7272727272727273,0.2727272727272727
has_action&deal_over_tariff,calm_bull,27,0.002012539131323249,0.003792435099807978,0.5925925925925926,0.4074074074074074
has_action&deal_over_tariff,neutral,43,0.005642436272530368,0.007415107095765094,0.6511627906976745,0.3488372093023256
has_action&deal_over_tariff,oversold,20,0.02788499308218977,0.017208668985773445,0.7,0.3
has_action&deal_over_tariff,risk_off,12,0.03815479662697554,0.028126802482121738,0.75,0.25
has_attack&deal_only,calm_bull,54,0.004562864949484396,0.0062741391651915945,0.7222222222222222,0.2777777777777778
has_attack&deal_only,neutral,105,0.004396687522738517,0.008286401038291036,0.6571428571428571,0.34285714285714286
has_attack&deal_only,oversold,31,0.01304869400390029,0.009513617516266448,0.6451612903225806,0.3548387096774194
has_attack&deal_only,risk_off,16,0.02127820193020001,0.008895039299214313,0.625,0.375
has_attack&deal_over_tariff,calm_bull,63,0.0038206081390213136,0.0056618421403158425,0.7142857142857143,0.2857142857142857
has_attack&deal_over_tariff,neutral,125,0.0055589182600257366,0.008349419544555703,0.68,0.32
has_attack&deal_over_tariff,oversold,35,0.013666098839408005,0.009513617516266448,0.6285714285714286,0.37142857142857144
has_attack&deal_over_tariff,risk_off,18,0.02151156347783764,0.008895039299214313,0.6111111111111112,0.3888888888888889
has_attack&pre_relief,calm_bull,5,0.0015731300970180495,0.0032679477030372883,0.6,0.4
has_attack&pre_relief,neutral,7,0.006870543059153371,-0.006050469003968106,0.42857142857142855,0.5714285714285714
has_attack&pre_relief,oversold,10,0.0365317304762545,0.03995213343776505,0.8,0.2
has_attack&pre_relief,risk_off,6,0.028050129222283504,0.0446583423492416,0.6666666666666666,0.3333333333333333
has_deal,calm_bull,106,0.0021593094064059565,0.00375572210897146,0.6415094339622641,0.3584905660377358
has_deal,neutral,193,0.0047045818535817185,0.007415107095765094,0.6424870466321243,0.35751295336787564
has_deal,oversold,55,0.008096692461500556,0.007355480602978526,0.5818181818181818,0.41818181818181815
has_deal,risk_off,32,0.01246244970029279,0.008719286025855588,0.59375,0.40625
has_deal&attack_heavy,calm_bull,48,0.002482016692425225,0.0045856451237711315,0.6875,0.3125
has_deal&attack_heavy,neutral,79,0.006547172125028241,0.010014152945299504,0.6708860759493671,0.3291139240506329
has_deal&attack_heavy,oversold,22,0.013321496956794661,0.013743774199389214,0.6363636363636364,0.36363636363636365
has_deal&attack_heavy,risk_off,11,0.01978312450031503,0.02335225826312959,0.7272727272727273,0.2727272727272727
has_deal&has_action,calm_bull,29,0.0015663897750403265,0.003792435099807978,0.5862068965517241,0.41379310344827586
has_deal&has_action,neutral,50,0.005691456785792153,0.00733629254123358,0.64,0.36
has_deal&has_action,oversold,23,0.025110416554451467,0.01444876283943497,0.6956521739130435,0.30434782608695654
has_deal&has_action,risk_off,14,0.0365577675219806,0.026975592892011013,0.7857142857142857,0.21428571428571427
has_deal&has_night_post,calm_bull,63,0.0027159338479299197,0.003837044186759009,0.6507936507936508,0.3492063492063492
has_deal&has_night_post,neutral,111,0.006320005270280883,0.009663895131657219,0.6486486486486487,0.35135135135135137
has_deal&has_night_post,oversold,31,0.011728873881747367,0.004177470274257855,0.5806451612903226,0.41935483870967744
has_deal&has_night_post,risk_off,16,0.01941467191949161,0.013847403873712083,0.625,0.375
has_exclamation&deal_over_tariff,calm_bull,95,0.003027086341236657,0.003849245222842912,0.6631578947368421,0.3368421052631579
has_exclamation&deal_over_tariff,neutral,168,0.005275364071888865,0.008949292943648768,0.6785714285714286,0.32142857142857145
has_exclamation&deal_over_tariff,oversold,47,0.010131522395249254,0.007355480602978526,0.5957446808510638,0.40425531914893614
has_exclamation&deal_over_tariff,risk_off,28,0.013262371580946671,0.005640492292336874,0.5714285714285714,0.42857142857142855
has_night_post&deal_only,calm_bull,45,0.00436022122699278,0.004271489491850966,0.6888888888888889,0.3111111111111111
has_night_post&deal_only,neutral,79,0.006372936817593707,0.010511236966878945,0.6582278481012658,0.34177215189873417
has_night_post&deal_only,oversold,23,0.014941637750956525,0.004177470274257855,0.6086956521739131,0.391304347826087
has_night_post&deal_only,risk_off,14,0.021898511506280114,0.013847403873712083,0.6428571428571429,0.35714285714285715
has_night_post&deal_over_tariff,calm_bull,56,0.003796262250680905,0.004060367357346939,0.6785714285714286,0.32142857142857145
has_night_post&deal_over_tariff,neutral,96,0.0070674206889203735,0.010823453408805195,0.6875,0.3125
has_night_post&deal_over_tariff,oversold,26,0.016777455712453895,0.006845543895262152,0.6153846153846154,0.38461538461538464
has_night_post&deal_over_tariff,risk_off,15,0.024805887186615264,0.016964700286519863,0.6666666666666666,0.3333333333333333
has_uppercase_phrase&deal_over_tariff,calm_bull,34,0.001331663766363939,0.0010085252132476796,0.5588235294117647,0.4411764705882353
has_uppercase_phrase&deal_over_tariff,neutral,57,0.008146152429828996,0.012440139495658586,0.7543859649122807,0.24561403508771928
has_uppercase_phrase&deal_over_tariff,oversold,22,0.01775935600711863,0.011981190177850709,0.5454545454545454,0.45454545454545453
has_uppercase_phrase&deal_over_tariff,risk_off,16,0.02080280041339643,0.006881574547432767,0.5,0.5
lots_of_excl&deal_over_tariff,calm_bull,88,0.003070218786534858,0.003820840161325445,0.6704545454545454,0.32954545454545453
lots_of_excl&deal_over_tariff,neutral,149,0.005692928962801157,0.009663895131657219,0.697986577181208,0.30201342281879195
