epoch,train_loss,val_loss,val_acc,val_regime_acc
1,1.0430037153178249,0.9899369253628496,0.5507246376811594,0.5314009661835749
2,0.9566890014999214,0.9369452034217723,0.5217391304347826,0.6859903381642513
3,0.8705894995009762,0.8768745525447643,0.5314009661835749,0.782608695652174
4,0.8080801026574497,0.8385111839299041,0.4975845410628019,0.8599033816425121
5,0.7301643771686773,0.7830471088344925,0.5217391304347826,0.9033816425120773
6,0.6801066749397365,0.7933954973727608,0.5314009661835749,0.9227053140096618
7,0.6371808524789482,0.7844939802003943,0.5024154589371981,0.9420289855072463
8,0.6195998368592098,0.8039215382746452,0.5169082125603864,0.961352657004831
9,0.589264995339273,0.760456625390168,0.5265700483091788,0.9565217391304348
10,0.5558555111117747,0.8364146608085448,0.5410628019323671,0.966183574879227
11,0.5452649524842186,0.8605581536385172,0.5314009661835749,0.966183574879227
12,0.536353867903523,0.7807402262365185,0.5362318840579711,0.9758454106280193
13,0.5187207805699315,0.7883822730773888,0.5362318840579711,0.9806763285024155
14,0.49782188144223444,0.7606752232652931,0.5555555555555556,0.9806763285024155
15,0.4768947558841486,0.8463223927838791,0.5458937198067633,0.9806763285024155
16,0.4662428968939288,0.7577216570504046,0.5362318840579711,0.9806763285024155
17,0.43196435008925954,0.8500279188156128,0.5555555555555556,0.9855072463768116
18,0.4081531576041518,0.8707936374461593,0.5603864734299517,0.9855072463768116
19,0.4135587639507206,0.826145905515422,0.5748792270531401,0.9806763285024155
20,0.39608940598608433,0.9432482756854256,0.5362318840579711,0.9806763285024155
21,0.36887159902473976,0.9311034466333435,0.5458937198067633,0.9806763285024155
22,0.3659297544380714,0.8718581501988397,0.5603864734299517,0.9806763285024155
23,0.3733499825000763,0.9510671669158383,0.5458937198067633,0.9903381642512077
24,0.3533502195758381,0.9240074831506481,0.5314009661835749,0.9903381642512077
