target,strategy,baseline,macro_f1,d_macro_f1,precision,d_precision,recall,d_recall,accuracy,d_accuracy,auc,d_auc,sharpe,d_sharpe,cumret,d_cumret,trades,d_trades,baseline_macro_f1,baseline_precision,baseline_recall,baseline_accuracy,baseline_auc,baseline_sharpe,baseline_cumret,baseline_trades
2330.TW,full_event_market_gated_mlp,market_only_gated_mlp,0.6243847415914684,0.01407878345942326,0.7534246575342466,0.07634132420091322,0.4954954954954955,-0.09009009009009011,0.6262626262626263,0.015151515151515138,0.7247592420006213,0.02826964895930406,5.403245629967598,0.046146186461553995,2.0710994422004547,-0.3016929922192557,138,-51,0.6103059581320451,0.6770833333333334,0.5855855855855856,0.6111111111111112,0.6964895930413172,5.357099443506044,2.3727924344197104,189
TSM,full_event_market_gated_mlp,market_only_gated_mlp,0.5209359878029918,0.022517403442647133,0.6538461538461539,0.12051282051282053,0.2956521739130435,-0.39999999999999997,0.547945205479452,0.0273972602739726,0.5562709030100335,0.023244147157190587,-0.2104459816222343,-0.9798334881281422,-0.042331672692167754,-0.21675908326893445,45,-105,0.49841858436034464,0.5333333333333333,0.6956521739130435,0.5205479452054794,0.5330267558528429,0.7693875065059079,0.1744274105767667,150
^GSPC,full_event_market_gated_mlp,market_only_gated_mlp,0.49873991935483875,-0.04881265834849269,0.5648854961832062,-0.04528399534221761,0.592,0.016000000000000014,0.5113122171945701,-0.040723981900452566,0.4796666666666667,-0.032916666666666705,-0.5988054745700147,-1.1117823821483488,-0.04517673161039848,-0.09113715614511875,134,-45,0.5475525777033314,0.6101694915254238,0.576,0.5520361990950227,0.5125833333333334,0.5129769075783343,0.04596042453472027,179
^NDX,full_event_market_gated_mlp,market_only_gated_mlp,0.4830409356725146,-0.04901785762587163,0.5691056910569106,-0.05353581837705168,0.5426356589147286,0.03100775193798444,0.49321266968325794,-0.040723981900452455,0.4609032692955848,-0.03977081226828438,1.413926484329793,1.860850114406514,0.018938175503366184,0.06857211578957312,2,-91,0.5320587932983862,0.6226415094339622,0.5116279069767442,0.5339366515837104,0.5006740815638692,-0.446923630076721,-0.049633940286206935,93
^SOX,full_event_market_gated_mlp,market_only_gated_mlp,0.49228749589760423,0.035285038895147225,0.6013986013986014,0.020003252561392015,0.6417910447761194,0.2686567164179104,0.5248868778280543,0.06787330316742085,0.4937382055241036,-0.017927603362497935,0.14302623987180826,0.761707054093,0.00827292359076659,0.17587519086611147,63,-89,0.457002457002457,0.5813953488372093,0.373134328358209,0.45701357466063347,0.5116658088866015,-0.6186808142211917,-0.16760226727534489,152
