window,hold,horizon,model_type,target,strategy,baseline,macro_f1,d_macro_f1,precision,d_precision,recall,d_recall,accuracy,d_accuracy,auc,d_auc,sharpe,d_sharpe,cumret,d_cumret,trades,d_trades,baseline_macro_f1,baseline_precision,baseline_recall,baseline_accuracy,baseline_auc,baseline_sharpe,baseline_cumret,baseline_trades,event_days,event_coverage,event_days_macro_f1,d_event_days_macro_f1,event_days_up_precision,d_event_days_up_precision,event_days_up_recall,d_event_days_up_recall,event_days_up_f1,d_event_days_up_f1,event_days_down_precision,d_event_days_down_precision,event_days_down_recall,d_event_days_down_recall,event_days_down_f1,d_event_days_down_f1,event_days_precision,d_event_days_precision,event_days_recall,d_event_days_recall,event_days_accuracy,d_event_days_accuracy,event_days_auc,d_event_days_auc,event_days_sharpe,d_event_days_sharpe,event_days_cumret,d_event_days_cumret,event_days_trade_accuracy,d_event_days_trade_accuracy,event_days_trades,d_event_days_trades,baseline_event_days,baseline_event_days_macro_f1,baseline_event_days_up_precision,baseline_event_days_up_recall,baseline_event_days_up_f1,baseline_event_days_down_precision,baseline_event_days_down_recall,baseline_event_days_down_f1,baseline_event_days_precision,baseline_event_days_recall,baseline_event_days_accuracy,baseline_event_days_auc,baseline_event_days_sharpe,baseline_event_days_cumret,baseline_event_days_trade_accuracy,baseline_event_days_trades,rule_event_days_cumret,rule_event_days_trade_accuracy,rule_event_days_trades,event_day_threshold_cumret,event_day_threshold_trade_accuracy,event_day_threshold_trades,hybrid_event_days_cumret,hybrid_event_days_trade_accuracy,hybrid_event_days_trades
20,5,20d_to_5d,lstm,0050.TW,full_event_market_lstm,market_only_lstm,0.4867678414649442,0.08483858101478342,0.6637168141592921,-0.008326196593396062,0.6,-0.4,0.5268817204301075,-0.14516129032258063,0.5068852459016394,-0.06045901639344253,0.6234392812890479,-2.2830922097309148,0.015990459696429093,-5.642692058794308,2,-119,0.40192926045016075,0.6720430107526881,1.0,0.6720430107526881,0.567344262295082,2.9065314910199627,5.658682518490737,121,186,1.0,0.4867678414649442,0.08483858101478342,0.6637168141592921,-0.008326196593396062,0.6,-0.4,0.6302521008403361,-0.1736064200599854,0.3150684931506849,0.3150684931506849,0.3770491803278688,0.3770491803278688,0.34328358208955223,0.34328358208955223,0.6637168141592921,-0.008326196593396062,0.6,-0.4,0.5268817204301075,-0.14516129032258063,0.5068852459016394,-0.06045901639344253,0.6234392812890501,-2.2830922097309134,0.015990459696429093,-5.642692058794295,1.0,0.28099173553719003,2,-119,186,0.40192926045016075,0.6720430107526881,1.0,0.8038585209003215,0.0,0.0,0.0,0.6720430107526881,1.0,0.6720430107526881,0.567344262295082,2.9065314910199636,5.658682518490724,0.71900826446281,121,26.0765478749281,0.6720430107526881,186,0.015990459696429093,1.0,2,26.094383229145993,0.6756756756756757,185
20,5,20d_to_5d,lstm,00632R.TW,full_event_market_lstm,market_only_lstm,0.37605552342394444,-0.04269447657605557,0.26811594202898553,0.26811594202898553,0.7115384615384616,0.7115384615384616,0.3763440860215054,-0.34408602150537637,0.48708381171067733,0.04807692307692302,-1.0305956972402028,-4.700766761073043,-0.3457713301872458,-15.862790701859614,25,-161,0.41875,0.0,0.0,0.7204301075268817,0.4390068886337543,3.6701710638328393,15.517019371672369,186,186,1.0,0.37605552342394444,-0.04269447657605557,0.26811594202898553,0.26811594202898553,0.7115384615384616,0.7115384615384616,0.3894736842105263,0.3894736842105263,0.6875,-0.03293010752688175,0.2462686567164179,-0.7537313432835822,0.3626373626373626,-0.4748626373626374,0.26811594202898553,0.26811594202898553,0.7115384615384616,0.7115384615384616,0.3763440860215054,-0.34408602150537637,0.48708381171067733,0.04807692307692302,-1.0305956972402033,-4.700766761073042,-0.3457713301872464,-15.862790701859597,0.32,-0.38967741935483874,25,-161,186,0.41875,0.0,0.0,0.0,0.7204301075268817,1.0,0.8375,0.0,0.0,0.7204301075268817,0.4390068886337543,3.6701710638328384,15.517019371672351,0.7096774193548387,186,15.517019371672351,0.7096774193548387,186,-0.3457713301872464,0.32,25,15.517019371672351,0.7096774193548387,186
20,5,20d_to_5d,lstm,2303.TW,full_event_market_lstm,market_only_lstm,0.35531135531135527,-0.09052887580494945,0.4583333333333333,-0.10956790123456789,0.2037037037037037,-0.22222222222222224,0.36363636363636365,-0.08522727272727271,0.417755991285403,-0.0422113289760348,0.0,0.0,0.0,0.0,0,0,0.4458402311163047,0.5679012345679012,0.42592592592592593,0.44886363636363635,0.45996732026143783,0.0,0.0,0,175,0.9943181818181818,0.35732009925558317,-0.08482390810581547,0.46808510638297873,-0.09981612818492247,0.2037037037037037,-0.22222222222222224,0.2838709677419355,-0.20290151903055126,0.328125,-0.012300531914893609,0.6268656716417911,0.14925373134328362,0.4307692307692308,0.03325370281892026,0.46808510638297873,-0.09981612818492247,0.2037037037037037,-0.22222222222222224,0.3657142857142857,-0.08000000000000002,0.4213653952459923,-0.033858485351022594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,175,0.44214400736139864,0.5679012345679012,0.42592592592592593,0.48677248677248675,0.3404255319148936,0.47761194029850745,0.39751552795031053,0.5679012345679012,0.42592592592592593,0.44571428571428573,0.4552238805970149,0.0,0.0,0.0,0,102.16312508457678,0.6171428571428571,175,0.0,0.0,0,92.81733309823959,0.6114285714285714,175
20,5,20d_to_5d,lstm,2308.TW,full_event_market_lstm,market_only_lstm,0.39130870633050974,0.03130870633050975,0.6309523809523809,0.01984126984126977,0.9380530973451328,0.06194690265486724,0.6079545454545454,0.045454545454545414,0.5401039471835932,0.03610057592358484,3.012434675976023,0.601858471205106,192.3137650944002,130.46086981091148,176,14,0.36,0.6111111111111112,0.8761061946902655,0.5625,0.5040033712600084,2.410576204770917,61.852895283488714,162,175,0.9943181818181818,0.3904285930637589,0.0314542340893999,0.6287425149700598,0.020046862796146758,0.9375,0.0625,0.7526881720430108,0.0347394540942928,0.125,0.125,0.015873015873015872,0.015873015873015872,0.028169014084507043,0.028169014084507043,0.6287425149700598,0.020046862796146758,0.9375,0.0625,0.6057142857142858,0.04571428571428571,0.5393990929705216,0.034297052154195096,2.9627839744694153,0.6053871794081398,167.28741545164965,113.57143960923455,0.6057142857142858,0.01565217391304352,175,14,175,0.358974358974359,0.6086956521739131,0.875,0.717948717948718,0.0,0.0,0.0,0.6086956521739131,0.875,0.56,0.5051020408163265,2.3573967950612755,53.71597584241511,0.5900621118012422,161,410.42268224531347,0.64,175,167.28741545164965,0.6057142857142858,175,410.42268224531347,0.64,175
20,5,20d_to_5d,lstm,2317.TW,full_event_market_lstm,market_only_lstm,0.33893013516086046,-0.16125054221504698,1.0,0.3076923076923077,0.03,-0.24000000000000002,0.4581005586592179,-0.06703910614525138,0.4939240506329114,-0.08683544303797469,-1.2596033907297404,-0.5556814824816628,-0.8611392345131856,-0.3403907199185061,162,91,0.5001806773759074,0.6923076923076923,0.27,0.5251396648044693,0.5807594936708861,-0.7039219082480775,-0.5207485145946795,71,164,0.9162011173184358,0.34059182290490175,-0.1674912280085804,1.0,0.29729729729729726,0.03260869565217391,-0.24999999999999997,0.06315789473684211,-0.3399428804569563,0.4472049689440994,-0.03310999168582185,1.0,0.1527777777777778,0.6180257510729614,0.004960424439795608,1.0,0.29729729729729726,0.03260869565217391,-0.24999999999999997,0.4573170731707317,-0.07317073170731708,0.5040760869565217,-0.08031400966183577,-1.187117157076378,-0.38749688327810994,-0.8105977192145934,-0.2878662846748754,0.42567567567567566,-0.024324324324324353,148,88,164,0.5080830509134822,0.7027027027027027,0.2826086956521739,0.40310077519379844,0.48031496062992124,0.8472222222222222,0.6130653266331658,0.7027027027027027,0.2826086956521739,0.5304878048780488,0.5843900966183575,-0.7996202737982682,-0.522731434539718,0.45,60,3.741971192170653,0.5609756097560976,164,-0.8105977192145934,0.42567567567567566,148,0.0416666679084301,1.0,1
20,5,20d_to_5d,lstm,2330.TW,full_event_market_lstm,market_only_lstm,0.23931623931623933,-0.10286134051887866,0.0,-0.5490196078431373,0.0,-0.22950819672131148,0.3146067415730337,-0.02808988764044945,0.40764051522248246,0.017271662763466145,-0.8247790033592898,0.7259741934236535,-0.1512614235432037,0.3448809866066189,13,-13,0.342177579835118,0.5490196078431373,0.22950819672131148,0.34269662921348315,0.3903688524590163,-1.5507531967829433,-0.49614241014982263,26,178,1.0,0.23931623931623933,-0.10286134051887866,0.0,-0.5490196078431373,0.0,-0.22950819672131148,0.0,-0.3236994219653179,0.3146067415730337,0.05476422188799435,1.0,0.4107142857142857,0.47863247863247865,0.11797674092756061,0.0,-0.5490196078431373,0.0,-0.22950819672131148,0.3146067415730337,-0.02808988764044945,0.40764051522248246,0.017271662763466145,-0.8247790033592898,0.7259741934236542,-0.15126142354320393,0.34488098660661914,0.3076923076923077,0.07692307692307693,13,-13,178,0.342177579835118,0.5490196078431373,0.22950819672131148,0.3236994219653179,0.25984251968503935,0.5892857142857143,0.36065573770491804,0.5490196078431373,0.22950819672131148,0.34269662921348315,0.3903688524590163,-1.550753196782944,-0.4961424101498231,0.23076923076923078,26,32.24633052619307,0.6853932584269663,178,-0.15126142354320393,0.3076923076923077,13,5.55172786971951,0.7012987012987013,77
20,5,20d_to_5d,lstm,2376.TW,full_event_market_lstm,market_only_lstm,0.35997335997336,-0.07783180161696779,0.25,-0.1875,0.034482758620689655,-0.12643678160919541,0.5,-0.010752688172043001,0.4779983745500987,-0.007546731684662689,-0.9435847579158912,-0.558889040584172,-0.3269523462687437,-0.26222932361874396,13,6,0.4378051615903278,0.4375,0.16091954022988506,0.510752688172043,0.4855451062347614,-0.38469571733171926,-0.06472302264999974,7,5,0.026881720430107527,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.4,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0.2857142857142857,0.0,0.0,0.0,1.0,0.4,0.5714285714285714,0.0,0.0,0.4,,0.0,0.0,0.0,0,-0.2093429909819302,0.0,5,0.0,0.0,0,0.0,0.0,0
20,5,20d_to_5d,lstm,2377.TW,full_event_market_lstm,market_only_lstm,0.4786324786324786,0.014167595689334789,0.40425531914893614,0.002386160270431481,0.4935064935064935,-0.0649350649350649,0.4808743169398907,0.016393442622950782,0.47292330311198233,0.011639304092134262,-0.7693242652244887,-0.23991660383261537,-0.3152938032052637,0.06461104533177353,27,-18,0.4644648829431438,0.40186915887850466,0.5584415584415584,0.4644808743169399,0.46128399901984807,-0.5294076613918733,-0.3799048485370372,45,31,0.16939890710382513,0.45993031358885017,0.047444248928872446,0.21428571428571427,0.026785714285714274,0.42857142857142855,0.0,0.2857142857142857,0.0248447204968944,0.7647058823529411,0.03137254901960784,0.5416666666666666,0.08333333333333331,0.6341463414634146,0.07004377736085055,0.21428571428571427,0.026785714285714274,0.42857142857142855,0.0,0.5161290322580645,0.06451612903225806,0.5833333333333333,0.0714285714285714,-1.1525954513109435,1.1914036259168554,-0.11366766757954583,0.17047349393548183,0.3333333333333333,0.033333333333333326,6,-4,31,0.4124860646599777,0.1875,0.42857142857142855,0.2608695652173913,0.7333333333333333,0.4583333333333333,0.5641025641025641,0.1875,0.42857142857142855,0.45161290322580644,0.5119047619047619,-2.343999077227799,-0.28414116151502766,0.3,10,0.4271054369559135,0.6774193548387096,31,-0.11366766757954583,0.3333333333333333,6,0.01918510092236625,0.6666666666666666,12
20,5,20d_to_5d,lstm,2382.TW,full_event_market_lstm,market_only_lstm,0.38055386488131465,-0.019106960443727727,0.875,0.33333333333333337,0.07142857142857142,-0.06122448979591838,0.480225988700565,0.02259887005649719,0.5507620769826919,0.000904159132007254,-0.20013506726427288,-0.6232318946375448,-0.08603472722909133,-0.2858816003285838,22,-26,0.3996608253250424,0.5416666666666666,0.1326530612244898,0.4576271186440678,0.5498579178506846,0.42309682737327187,0.19984687309949245,48,100,0.5649717514124294,0.3251465870118376,-0.005509370150143689,0.8,0.3263157894736843,0.0625,-0.078125,0.11594202898550725,-0.10092544089401083,0.3684210526315789,0.04743339831059129,0.9722222222222222,0.25,0.5343511450381679,0.08990670059372352,0.8,0.3263157894736843,0.0625,-0.078125,0.39,0.040000000000000036,0.5377604166666666,0.07465277777777779,-0.42090696345301304,0.0239171507969001,-0.11792270301710095,0.014930645754279936,0.3684210526315789,-0.006578947368421073,19,-5,100,0.33065595716198126,0.47368421052631576,0.140625,0.21686746987951808,0.32098765432098764,0.7222222222222222,0.4444444444444444,0.47368421052631576,0.140625,0.35,0.46310763888888884,-0.44482411424991314,-0.13285334877138089,0.375,24,2.352856345512002,0.65,100,-0.11792270301710095,0.3684210526315789,19,-0.20723210818490412,0.36363636363636365,33
20,5,20d_to_5d,lstm,2454.TW,full_event_market_lstm,market_only_lstm,0.42434445464748494,0.049823994289428686,0.5172413793103449,-0.01724137931034475,0.7653061224489796,-0.1836734693877552,0.489010989010989,-0.03846153846153849,0.4743683187560738,0.008138969873663693,-1.1130167805743498,-3.076078610183716,-0.38181324372093395,-50.633886012932706,6,-143,0.37452046035805625,0.5344827586206896,0.9489795918367347,0.5274725274725275,0.46622934888241013,1.9630618296093663,50.25207276921177,149,20,0.10989010989010989,0.45054945054945056,0.04578754578754579,0.47058823529411764,-0.0030959752321981227,0.8888888888888888,-0.11111111111111116,0.6153846153846154,-0.027472527472527486,0.6666666666666666,-0.33333333333333337,0.18181818181818182,0.09090909090909091,0.2857142857142857,0.11904761904761904,0.47058823529411764,-0.0030959752321981227,0.8888888888888888,-0.11111111111111116,0.5,0.0,0.48484848484848486,0.09090909090909094,-2.7246628821403456,-2.6296308711274747,-0.28539375134627976,-0.2196940132810279,0.25,-0.25,4,-12,20,0.40476190476190477,0.47368421052631576,1.0,0.6428571428571429,1.0,0.09090909090909091,0.16666666666666666,0.47368421052631576,1.0,0.5,0.3939393939393939,-0.09503201101287062,-0.06569973806525187,0.5,16,-0.150312579080769,0.45,20,-0.17902055747590695,0.5,16,-0.18453340804718776,0.3333333333333333,3
