event,regime,n,mean_ret,median_ret,hit_up,hit_down
attack_heavy&deal_only,calm_bull,37,0.011786777956564333,0.015068953015842768,0.7027027027027027,0.2972972972972973
attack_heavy&deal_only,neutral,47,0.013759807312354076,0.01369300056927858,0.7021276595744681,0.2978723404255319
attack_heavy&deal_only,oversold,23,0.025978682215284803,0.029130518948750517,0.6956521739130435,0.30434782608695654
attack_heavy&deal_only,risk_off,8,0.03850049593534109,0.029302671086743226,0.625,0.375
attack_heavy&deal_over_tariff,calm_bull,43,0.008981996495708145,0.014132779746640178,0.6744186046511628,0.32558139534883723
attack_heavy&deal_over_tariff,neutral,59,0.010424642325558025,0.012604626805232444,0.6610169491525424,0.3389830508474576
attack_heavy&deal_over_tariff,oversold,29,0.027919550406076087,0.029130518948750517,0.6896551724137931,0.3103448275862069
attack_heavy&deal_over_tariff,risk_off,10,0.04671101772294776,0.03732097660106426,0.7,0.3
attack_heavy&pre_deal,calm_bull,22,0.011462867564307538,0.015310347395664725,0.6818181818181818,0.3181818181818182
attack_heavy&pre_deal,neutral,36,0.016213559044807077,0.019416100344115228,0.8055555555555556,0.19444444444444445
attack_heavy&pre_deal,oversold,18,0.021370059449869496,0.024935344682177285,0.6666666666666666,0.3333333333333333
deal_heavy&deal_only,calm_bull,25,0.011591560736352915,0.01878455302598292,0.72,0.28
deal_heavy&deal_only,neutral,43,0.005727790858100276,0.0010701833507549274,0.5348837209302325,0.46511627906976744
deal_heavy&deal_only,oversold,31,0.03609188523997522,0.0263001585934175,0.7419354838709677,0.25806451612903225
deal_heavy&deal_only,risk_off,12,0.06302493699513156,0.04884970745983053,0.75,0.25
deal_over_tariff,calm_bull,95,0.006188873903205803,0.011988034069825071,0.6421052631578947,0.35789473684210527
deal_over_tariff,neutral,140,0.006796332272198442,0.010869441804233881,0.5928571428571429,0.40714285714285714
deal_over_tariff,oversold,77,0.019310894213408175,0.01857761521739376,0.6493506493506493,0.35064935064935066
deal_over_tariff,risk_off,32,0.028319046451407107,0.017800182553360577,0.59375,0.40625
deal_over_tariff&china_streak_3d,neutral,8,0.022959918266493184,0.01830661389839805,0.75,0.25
deal_over_tariff&china_streak_3d,oversold,7,0.06533221178666855,0.03284793947502718,0.7142857142857143,0.2857142857142857
deal_over_tariff&china_streak_3d,risk_off,7,0.08121356832752062,0.10509409546920367,0.8571428571428571,0.14285714285714285
exclamation_heavy&china_streak_3d,calm_bull,9,0.012498663796615165,0.022108493377863914,0.6666666666666666,0.3333333333333333
exclamation_heavy&china_streak_3d,neutral,30,0.017264865545634018,0.012622763325070951,0.7,0.3
exclamation_heavy&china_streak_3d,oversold,25,0.03835494272969286,0.03284793947502718,0.76,0.24
exclamation_heavy&china_streak_3d,risk_off,16,0.05402409004898855,0.04737425625258973,0.8125,0.1875
has_action&china_streak_3d,neutral,12,0.01998493414144853,0.007816850796722674,0.6666666666666666,0.3333333333333333
has_action&china_streak_3d,oversold,7,0.05945268250159793,0.05070146169852796,1.0,0.0
has_action&china_streak_3d,risk_off,5,0.08060518341670023,0.07253326240048952,1.0,0.0
has_attack&china_streak_3d,calm_bull,9,0.015816960999546967,0.022108493377863914,0.6666666666666666,0.3333333333333333
has_attack&china_streak_3d,neutral,22,0.017904916585347517,0.009255981527379498,0.6363636363636364,0.36363636363636365
has_attack&china_streak_3d,oversold,20,0.030319535851304265,0.030468508983821474,0.7,0.3
has_attack&china_streak_3d,risk_off,12,0.051459631537374505,0.04737425625258973,0.75,0.25
has_attack&deal_only,calm_bull,54,0.01156959052414284,0.015945028806967465,0.7222222222222222,0.2777777777777778
has_attack&deal_only,neutral,91,0.008979783209733805,0.012410615144650361,0.6153846153846154,0.38461538461538464
has_attack&deal_only,oversold,46,0.023826658556246376,0.0210604848081285,0.6956521739130435,0.30434782608695654
has_attack&deal_only,risk_off,18,0.031856869919087163,0.011631570163467497,0.5555555555555556,0.4444444444444444
has_attack&deal_over_tariff,calm_bull,63,0.007821169839866015,0.014132779746640178,0.6825396825396826,0.31746031746031744
has_attack&deal_over_tariff,neutral,104,0.007174841182332729,0.010869441804233881,0.5961538461538461,0.40384615384615385
has_attack&deal_over_tariff,oversold,57,0.022297711120132117,0.017022749889327393,0.6666666666666666,0.3333333333333333
has_attack&deal_over_tariff,risk_off,21,0.03428529888251769,0.012575166284526151,0.5714285714285714,0.42857142857142855
has_china&china_streak_3d,calm_bull,5,0.017893273071062765,0.02416020156939558,0.8,0.2
has_china&china_streak_3d,neutral,13,0.03258006822655047,0.023789522301840504,0.7692307692307693,0.23076923076923078
has_china&china_streak_3d,oversold,12,0.0445149289257503,0.04737425625258973,0.75,0.25
has_china&china_streak_3d,risk_off,10,0.061485226802501146,0.04967585519251427,0.9,0.1
has_china&deal_only,calm_bull,21,0.010410477635285216,0.01341335556688139,0.7142857142857143,0.2857142857142857
has_china&deal_only,neutral,47,0.010232350388379151,0.011664831081136251,0.6170212765957447,0.3829787234042553
has_china&deal_only,oversold,24,0.04041503097709653,0.029163227120124313,0.7916666666666666,0.20833333333333334
has_china&deal_only,risk_off,10,0.06506436084371046,0.03682771453301337,0.8,0.2
has_china&short_posts,calm_bull,34,0.006614772542537189,0.008148128266373345,0.5882352941176471,0.4117647058823529
has_china&short_posts,neutral,69,0.005365039365200352,0.0007172401941202278,0.5217391304347826,0.4782608695652174
has_china&short_posts,oversold,36,0.03435951720186767,0.03603237479179533,0.7777777777777778,0.2222222222222222
has_china&short_posts,risk_off,18,0.04102418927865239,0.03788715481659333,0.8333333333333334,0.16666666666666666
has_deal,calm_bull,106,0.004877393724686121,0.010253083699702348,0.6226415094339622,0.37735849056603776
has_deal,neutral,152,0.006789192014171513,0.010869441804233881,0.5986842105263158,0.40131578947368424
has_deal,oversold,99,0.01439105253956155,0.016446303457029243,0.6161616161616161,0.3838383838383838
has_deal,risk_off,38,0.020031910748361116,0.014798958086926772,0.5526315789473685,0.4473684210526316
has_deal&china_streak_3d,neutral,8,0.022959918266493184,0.01830661389839805,0.75,0.25
has_deal&china_streak_3d,oversold,11,0.04179348499530608,0.03284793947502718,0.6363636363636364,0.36363636363636365
has_deal&china_streak_3d,risk_off,10,0.062286993484445094,0.04967585519251427,0.8,0.2
has_deal&deal_only,calm_bull,83,0.007713641422673205,0.012872142593230995,0.6626506024096386,0.3373493975903614
has_deal&deal_only,neutral,125,0.007806266871491581,0.011745981351457768,0.608,0.392
has_deal&deal_only,oversold,63,0.022474401828852256,0.025098219726929605,0.6825396825396826,0.31746031746031744
has_deal&deal_only,risk_off,29,0.026194547188128445,0.017022749889327393,0.5862068965517241,0.41379310344827586
has_iran&deal_only,calm_bull,21,0.011993171154469337,0.015068953015842768,0.7142857142857143,0.2857142857142857
has_iran&deal_only,neutral,27,0.01646454328265936,0.022709706049446554,0.7037037037037037,0.2962962962962963
has_iran&deal_only,oversold,10,0.04472033907352766,0.03896485869150024,1.0,0.0
has_iran&deal_over_tariff,calm_bull,22,0.011608983815953166,0.01443762431211748,0.7272727272727273,0.2727272727272727
has_iran&deal_over_tariff,neutral,32,0.011631702700815,0.02259182019952022,0.65625,0.34375
has_iran&deal_over_tariff,oversold,12,0.04289114162155808,0.03896485869150024,0.9166666666666666,0.08333333333333333
has_night_post&china_streak_3d,calm_bull,6,0.01762159051686248,0.023134347473629746,0.6666666666666666,0.3333333333333333
has_night_post&china_streak_3d,neutral,23,0.02123357766526781,0.01986987378774474,0.6956521739130435,0.30434782608695654
has_night_post&china_streak_3d,oversold,15,0.029540517399305247,0.028556231590156855,0.6666666666666666,0.3333333333333333
has_night_post&china_streak_3d,risk_off,10,0.053544283621957886,0.04529305710653386,0.7,0.3
has_night_post&deal_only,calm_bull,45,0.012192878077862125,0.018606329018705292,0.6666666666666666,0.3333333333333333
has_night_post&deal_only,neutral,71,0.011343390138131317,0.012410615144650361,0.6338028169014085,0.36619718309859156
has_night_post&deal_only,oversold,31,0.024152651616340733,0.028347221399149358,0.6451612903225806,0.3548387096774194
has_night_post&deal_only,risk_off,16,0.031828005185163266,0.0195175977207791,0.5625,0.4375
has_night_post&deal_over_tariff,calm_bull,56,0.008359337765710023,0.012430088331528033,0.625,0.375
has_night_post&deal_over_tariff,neutral,81,0.00981298626493753,0.012410615144650361,0.6172839506172839,0.38271604938271603
has_night_post&deal_over_tariff,oversold,41,0.02030465724960209,0.0263001585934175,0.6097560975609756,0.3902439024390244
has_night_post&deal_over_tariff,risk_off,18,0.03713079403940895,0.03070329115855941,0.6111111111111112,0.3888888888888889
