epoch,train_loss,val_loss,val_acc,val_regime_acc
1,0.9314460036878902,0.8540067166993113,0.6787878787878788,0.793939393939394
2,0.8121252593835948,0.7927629705631372,0.7090909090909091,0.8242424242424242
3,0.7642415326918471,0.8127472140572288,0.6242424242424243,0.8303030303030303
4,0.7246854969110534,0.8474273204803466,0.42424242424242425,0.8363636363636363
5,0.698246393441024,0.9110832586432949,0.4121212121212121,0.8424242424242424
6,0.6555128769851973,1.008702235510855,0.4121212121212121,0.8363636363636363
7,0.6154805543298405,1.0646027113452101,0.3878787878787879,0.8606060606060606
8,0.5531674648913162,1.1188969084710785,0.4484848484848485,0.8606060606060606
9,0.5552910275368894,1.2448680881297949,0.36363636363636365,0.8545454545454545
10,0.5678519146137327,1.1222185521414785,0.40606060606060607,0.8606060606060606
