epoch,train_loss,val_loss,val_acc,val_regime_acc
1,0.9917915590944137,0.9049603043638204,0.5475113122171946,0.7375565610859729
2,0.8487589785121978,0.7948341849702516,0.583710407239819,0.8416289592760181
3,0.7522657848296956,0.7424100696770853,0.5384615384615384,0.9592760180995475
4,0.7216824544304833,0.7284278405737553,0.5520361990950227,0.9366515837104072
5,0.7059960986841172,0.7231951366722315,0.5610859728506787,0.9457013574660633
6,0.6974956656522292,0.7177377639852498,0.5520361990950227,0.9683257918552036
7,0.6800040730180588,0.7109624622094685,0.5565610859728507,0.9728506787330317
8,0.6767956500384897,0.7109934223723088,0.5520361990950227,0.9773755656108597
9,0.6667566512995226,0.7071481376751516,0.5610859728506787,0.9819004524886877
10,0.6650631743956377,0.7018746806485621,0.5610859728506787,0.9819004524886877
11,0.6584693319019786,0.7006003533013806,0.5746606334841629,0.9819004524886877
12,0.6488616122918971,0.7050777956910802,0.5701357466063348,0.9819004524886877
13,0.6418620062384376,0.7070716117841626,0.5701357466063348,0.9864253393665159
14,0.634586645192641,0.7068791575561282,0.5565610859728507,0.9819004524886877
15,0.6367012456776624,0.7137117002884187,0.5610859728506787,0.9819004524886877
16,0.6368434389007283,0.7113778165023251,0.583710407239819,0.9819004524886877
17,0.6301492409272628,0.7112211825081666,0.5746606334841629,0.9864253393665159
18,0.6217754255641591,0.7211380711508013,0.5656108597285068,0.9864253393665159
19,0.6210446700692814,0.7212825220634494,0.5746606334841629,0.9864253393665159
