epoch,train_loss,val_loss,val_acc,val_regime_acc
1,1.0075683857667892,0.9276308153010062,0.5475113122171946,0.6787330316742082
2,0.8836476858924417,0.8438303357335777,0.5203619909502263,0.7692307692307693
3,0.797830027182472,0.7672009842967555,0.5339366515837104,0.918552036199095
4,0.7386856897629519,0.737543070208433,0.5294117647058824,0.9366515837104072
5,0.7163074253077175,0.7272572741249568,0.5384615384615384,0.9411764705882353
6,0.7011163241085522,0.7228484728217665,0.5203619909502263,0.9502262443438914
7,0.6924137167114625,0.7139682675378894,0.5972850678733032,0.9728506787330317
8,0.6851827327580375,0.7172694179267366,0.5610859728506787,0.9683257918552036
9,0.6803489926027104,0.7173703620336714,0.5113122171945701,0.9728506787330317
10,0.6637808841180036,0.7160845590392928,0.5384615384615384,0.9909502262443439
11,0.6637288749536728,0.7178423191627227,0.5158371040723982,0.9819004524886877
12,0.6593696517102858,0.7219794068940625,0.5384615384615384,0.9819004524886877
13,0.6502640843391418,0.7148813203449162,0.5701357466063348,1.0
14,0.6334431748339199,0.7313782653657559,0.5203619909502263,1.0
15,0.6275530678703186,0.7507919000284704,0.579185520361991,1.0
