Date,0050.TW,00632R.TW,00679B.TW,2303.TW,2308.TW,2317.TW,2330.TW,2376.TW,2377.TW,2382.TW,2454.TW,3711.TW,TSM,TWD=X,^GSPC,^NDX,^SOX,^TNX,^VIX
2017-04-26,16471812.0,40880000.0,,23498000.0,7149000.0,31615200.0,29909000.0,2635000.0,5624000.0,8094000.0,5084000.0,4626000.0,6027700.0,0.0,4111350000.0,1899570000.0,0.0,0.0,0.0
2017-04-27,14741160.0,18447000.0,,29960000.0,4023000.0,21342400.0,27940000.0,1140000.0,7169000.0,4956000.0,3602000.0,2417000.0,5625600.0,0.0,4099940000.0,1883610000.0,0.0,0.0,0.0
2017-04-28,17692400.0,15678000.0,,29028000.0,7384000.0,37555200.0,34852000.0,664000.0,6162000.0,3090000.0,3397000.0,8015500.0,5250500.0,0.0,3721350000.0,2005870000.0,0.0,0.0,0.0
2017-05-01,17692400.0,15678000.0,,29028000.0,7384000.0,37555200.0,34852000.0,664000.0,6162000.0,3090000.0,3397000.0,8015500.0,4015100.0,0.0,3201500000.0,1763100000.0,0.0,0.0,0.0
2017-05-02,62913456.0,70769000.0,,22665000.0,6820000.0,47229600.0,44119000.0,1226000.0,9873000.0,5325000.0,11417000.0,4991500.0,5989300.0,0.0,3861360000.0,2162610000.0,0.0,0.0,0.0
2017-05-03,18847812.0,23523000.0,,33825000.0,5058000.0,34082400.0,25723000.0,530000.0,5947000.0,2279000.0,4582000.0,4538500.0,6660700.0,0.0,3896760000.0,2152850000.0,0.0,0.0,0.0
2017-05-04,15987300.0,17018000.0,,18595000.0,1881000.0,21939200.0,22088000.0,855000.0,4607000.0,2780000.0,2374000.0,3512000.0,5697300.0,0.0,4367860000.0,2059820000.0,0.0,0.0,0.0
2017-05-05,21151260.0,24909000.0,,20442000.0,3625000.0,17613600.0,17036000.0,1195000.0,12260000.0,1436000.0,1229000.0,4814000.0,5249800.0,0.0,3543240000.0,1903040000.0,0.0,0.0,0.0
2017-05-08,16333496.0,16113000.0,,23682000.0,2836000.0,16781600.0,36538000.0,821000.0,8056000.0,2432000.0,4760000.0,4143000.0,6906900.0,0.0,3429990000.0,1912030000.0,0.0,0.0,0.0
2017-05-09,16760944.0,62929000.0,,18904000.0,3329000.0,84645600.0,48077000.0,1396000.0,6234000.0,4002000.0,5119000.0,5355000.0,7297900.0,0.0,3657840000.0,2005820000.0,0.0,0.0,0.0
2017-05-10,7052140.0,15020000.0,,35614000.0,2455000.0,35706400.0,28312000.0,2846000.0,5686000.0,3348000.0,4413000.0,4432500.0,9936700.0,0.0,3649370000.0,2111850000.0,0.0,0.0,0.0
2017-05-11,8073252.0,55530000.0,,22755000.0,2555000.0,31622400.0,43718000.0,1580000.0,10753000.0,3391000.0,6470000.0,6023500.0,6648900.0,0.0,3727710000.0,1952650000.0,0.0,0.0,0.0
2017-05-12,11243956.0,43425000.0,,23849000.0,1836000.0,47000000.0,25009000.0,1782000.0,28144000.0,5223000.0,4692000.0,2712000.0,4905000.0,0.0,3304620000.0,1749010000.0,0.0,0.0,0.0
2017-05-15,5142880.0,34016000.0,,14137000.0,2214000.0,26138400.0,25666000.0,740000.0,16471000.0,5640000.0,3073000.0,5843000.0,9784700.0,0.0,3490080000.0,1865450000.0,0.0,0.0,0.0
2017-05-16,6393328.0,21262000.0,,17074000.0,3307000.0,27899200.0,33224000.0,1572000.0,10248000.0,7605000.0,5407000.0,3720500.0,6046200.0,0.0,3421810000.0,2006980000.0,0.0,0.0,0.0
2017-05-17,5326112.0,22295000.0,,25401000.0,3305000.0,22278400.0,21567000.0,2170000.0,6397000.0,5260000.0,3570000.0,9897000.0,8128100.0,0.0,4164760000.0,2355460000.0,0.0,0.0,0.0
2017-05-18,17087712.0,60705000.0,,16586000.0,3922000.0,38740000.0,22461000.0,1098000.0,5094000.0,5436000.0,4654000.0,4220000.0,8303700.0,0.0,4319440000.0,2134610000.0,0.0,0.0,0.0
2017-05-19,4651388.0,18211000.0,,18647000.0,1836000.0,14604000.0,16492000.0,1169000.0,3754000.0,3371000.0,1824000.0,7569000.0,7283300.0,0.0,3831700000.0,1908030000.0,0.0,0.0,0.0
2017-05-22,10304548.0,16228000.0,,12821000.0,2271000.0,15540800.0,13726000.0,1165000.0,6172000.0,5773000.0,4181000.0,4094000.0,5914200.0,0.0,3176580000.0,1728190000.0,0.0,0.0,0.0
2017-05-23,15377404.0,33876000.0,,30357000.0,1933000.0,38082400.0,19991000.0,2168000.0,3938000.0,4463000.0,4239000.0,4170500.0,6612800.0,0.0,3216560000.0,1709140000.0,0.0,0.0,0.0
2017-05-24,11545072.0,32222000.0,,23862000.0,3596000.0,16996000.0,13380000.0,1193000.0,7779000.0,9148000.0,15510000.0,7014500.0,7812500.0,0.0,3389240000.0,1672380000.0,0.0,0.0,0.0
2017-05-25,18727908.0,71432000.0,,20817000.0,3736000.0,23301600.0,22328000.0,1741000.0,5070000.0,9751000.0,23568000.0,4500500.0,4514900.0,0.0,3538210000.0,1775750000.0,0.0,0.0,0.0
2017-05-26,16073316.0,31630000.0,,16641000.0,3227000.0,25361600.0,32514000.0,1690000.0,9995000.0,17448000.0,12758000.0,7528000.0,3109800.0,0.0,2806930000.0,1573200000.0,0.0,0.0,0.0
2017-05-29,16073316.0,31630000.0,,16641000.0,3227000.0,25361600.0,32514000.0,1690000.0,9995000.0,17448000.0,12758000.0,7528000.0,3109800.0,0.0,2806930000.0,1573200000.0,0.0,0.0,0.0
2017-05-30,16073316.0,31630000.0,,16641000.0,3227000.0,25361600.0,32514000.0,1690000.0,9995000.0,17448000.0,12758000.0,7528000.0,4219300.0,0.0,3205860000.0,1690930000.0,0.0,0.0,0.0
