epoch,train_loss,val_loss,val_acc,val_regime_acc
1,1.0039469219784047,0.9242104726139776,0.5294117647058824,0.7013574660633484
2,0.8682068920390491,0.8269996589125551,0.5746606334841629,0.832579185520362
3,0.779952626878565,0.7548344410382785,0.5339366515837104,0.9457013574660633
4,0.7278089105764175,0.7320564154586101,0.5520361990950227,0.9321266968325792
5,0.7138085315571749,0.7310849271748401,0.5972850678733032,0.9366515837104072
6,0.6999471987632506,0.7197395592793081,0.6018099547511312,0.9638009049773756
7,0.6982171976630063,0.7254603270491863,0.579185520361991,0.9592760180995475
8,0.6871434756778778,0.7311742877528679,0.5746606334841629,0.9728506787330317
9,0.6780434730856176,0.729715944415304,0.5565610859728507,0.9773755656108597
10,0.6685804449300715,0.7320167133711043,0.5610859728506787,0.9728506787330317
11,0.6539438954011642,0.721369091202231,0.5610859728506787,0.9819004524886877
12,0.6512388995624481,0.7410308567646942,0.5701357466063348,0.9864253393665159
13,0.641284578369263,0.7421750989974354,0.5746606334841629,0.9864253393665159
14,0.6331168918686118,0.7500604687772725,0.5746606334841629,0.9909502262443439
