epoch,train_loss,val_loss,val_acc,val_regime_acc
1,0.9812673099095035,1.062651571919841,0.3935483870967742,0.4
2,0.8359733753900984,0.9648282489468974,0.5741935483870968,0.45806451612903226
3,0.7220469944423031,0.9433306763249059,0.6967741935483871,0.5032258064516129
4,0.6233067859330166,1.1728984771236297,0.45161290322580644,0.567741935483871
5,0.5405059110007298,1.4045855933620084,0.3935483870967742,0.6
6,0.47069204867036274,1.2257648429562968,0.5548387096774193,0.5935483870967742
7,0.4195049037260733,1.2731309340846153,0.5483870967741935,0.5935483870967742
8,0.37638201754099176,1.3934974332009593,0.5290322580645161,0.5806451612903226
9,0.344807965629347,1.4436708304189867,0.5548387096774193,0.6258064516129033
10,0.3288579979531411,1.6838720767728743,0.4838709677419355,0.6
11,0.30457984034901003,1.800306341725011,0.5161290322580645,0.6064516129032258
