target,event,n,mean_ret_h1,median_ret_h1,hit_rate_h1,std_h1,mean_ret_h2,median_ret_h2,hit_rate_h2,std_h2,mean_ret_h3,median_ret_h3,hit_rate_h3,std_h3
2330.TW,tariff_streak_3d,16,-0.0037406162090628386,-0.005844001437288637,0.375,0.013258558269037615,-0.005843981390463972,-0.00884555353082489,0.3125,0.021459753188329343,-0.008933197799482519,-0.009837707386890548,0.3125,0.027650040814503795
2376.TW,sig_potus,120,0.008987556693197396,0.003531614817041895,0.5583333333333333,0.026035374933385286,0.01808747117271286,0.007830112465698091,0.625,0.038677176096655747,0.01988378697280889,0.013517770517189165,0.6583333333333333,0.04784051225472364
2376.TW,long_posts,22,0.0060352285451689995,0.0011110687986972678,0.5,0.02286093199381104,0.003198507322598652,-0.0020177262142893615,0.4090909090909091,0.0321964341106229,0.0009092533165556794,-0.0022624434389139636,0.4090909090909091,0.03421005189340173
2376.TW,has_market_brag,175,0.004386766659415276,0.0,0.4857142857142857,0.024855725862556216,0.005991043847582301,0.0038985181498325527,0.5714285714285714,0.03631622891009794,0.006054426833017842,0.003913923211712689,0.5142857142857142,0.043655237864566654
2376.TW,has_chips,46,0.0038173007867940735,0.003130863017419938,0.5434782608695652,0.02403802890117257,0.014544643057122619,0.008781632949557028,0.6086956521739131,0.04293626553226347,0.016344087584179285,0.005706473733402162,0.6086956521739131,0.04871170652820873
2376.TW,deal_only,368,0.0036571780342630573,0.0019201322400810295,0.529891304347826,0.024903497741516224,0.00687681551806361,0.0039333494960090976,0.5543478260869565,0.0358737349841837,0.0087391349777968,0.003921544728856752,0.5543478260869565,0.047956810199410047
2376.TW,has_iran,129,0.0035804184077194105,0.0,0.4806201550387597,0.026181594913083386,0.006515592469004263,0.00393184822507342,0.5503875968992248,0.03751454329148272,0.006738329818135433,0.005780240523021618,0.5658914728682171,0.04610347946182521
2376.TW,posts_very_high,240,0.003443604580992307,0.0015760690597743654,0.5083333333333333,0.031216345051819163,0.0035404958307721124,0.002787445726319282,0.5333333333333333,0.04275371018764955,0.004785969658425407,0.004116269775186532,0.5333333333333333,0.05106942902706261
2376.TW,deal_over_tariff,398,0.0032007490522718038,0.0012506525397626422,0.5175879396984925,0.02491207160970004,0.0062291820984614055,0.003814548653222838,0.5552763819095478,0.03586596943386562,0.008116413543176108,0.003944762499784371,0.5552763819095478,0.04725920463705293
2376.TW,has_relief,95,0.002682649367554446,0.0,0.4842105263157895,0.0295785617672982,0.0018077937824105465,0.0027893308494228997,0.5263157894736842,0.04241768717356492,0.006570038689779521,0.003929099785020762,0.5157894736842106,0.050856984498173996
2376.TW,has_russia,432,0.002606087040276799,0.0,0.4513888888888889,0.02787394376326886,0.00488763499949058,0.0012602619047962227,0.5069444444444444,0.04018082728937168,0.005471854921389897,0.003069038423535453,0.5254629629629629,0.04842441597263358
2376.TW,has_deal,437,0.0025974316662285323,0.0010081986419843147,0.5011441647597255,0.025171971201447343,0.005604652604204265,0.002688114134559605,0.540045766590389,0.0362051519655718,0.00710429604305467,0.0037453615509783766,0.5377574370709383,0.047406372845264486
2376.TW,pre_relief,28,0.0022655340844588224,0.0,0.4642857142857143,0.04036575978170604,0.0011609385901287597,0.003609324370560274,0.5357142857142857,0.05277183828145555,0.015141972959598416,0.0016252339494674528,0.5,0.06608727426910682
2376.TW,china_chips_combo,15,0.0022398742578405425,0.00390104062922636,0.5333333333333333,0.025257683538350704,0.006436523764457099,0.00390104062922636,0.5333333333333333,0.03560206515742722,0.008693943405514786,0.0,0.4666666666666667,0.03119208952635874
2376.TW,has_attack,1045,0.002162511762410867,0.0,0.47464114832535886,0.02655402227188735,0.0034441146894499544,0.0018832696438157992,0.5138755980861244,0.03761408642494615,0.004772391289983367,0.004048508561480091,0.5330143540669856,0.04565908003004049
2376.TW,positive_heavy,871,0.0020465664512856643,0.0,0.46498277841561425,0.02775397264111063,0.00360021046088454,0.0012970834865781988,0.5097588978185993,0.04020326647493238,0.0046565681539219765,0.001972451664610686,0.5086107921928817,0.048013185868718486
2376.TW,attack_heavy,414,0.0019858960440127926,0.0,0.4613526570048309,0.027468518630061563,0.003035205338735628,0.0018903860153065555,0.5144927536231884,0.03929587538635871,0.004428774022926025,0.004213550980069147,0.5579710144927537,0.045975812613546704
2376.TW,high_emotion,166,0.0019109555730500124,0.0,0.4879518072289157,0.02362932094773313,0.006962083740152641,0.0023582535722805886,0.5301204819277109,0.03685272455657368,0.0064081633544001634,0.005906073720333027,0.572289156626506,0.043240773844214014
