target,period,period_start,period_end,event,n,raw_gap_h1,resid_gap_h1,resid_hit_h1,resid_abs_lift_h1,event_resid_mean_h1,nonevent_resid_mean_h1,raw_gap_h2,resid_gap_h2,resid_hit_h2,resid_abs_lift_h2,event_resid_mean_h2,nonevent_resid_mean_h2,raw_gap_h3,resid_gap_h3,resid_hit_h3,resid_abs_lift_h3,event_resid_mean_h3,nonevent_resid_mean_h3,period_residual_influence_score
2330.TW,2024-06-30,2024-04-01,2024-06-28,has_action,19,0.004310671220033696,-0.0006375793307817482,0.5263157894736842,-0.0005949161037915839,0.00165332706560958,0.0022909063963913283,-0.00014493501892217948,-0.005485116130296922,0.47368421052631576,-0.007532877378541658,0.0004234076893545786,0.0059085238196515,-0.005250106418921476,-0.010590305608692938,0.42105263157894735,-0.00483124176382025,-0.0004288726735479726,0.010161432935144965,0.6309170075174005
00632R.TW,2023-09-30,2023-07-03,2023-09-29,pre_action,6,0.0018944850410604155,0.002877166643281572,0.6666666666666666,-0.0020968470166624472,0.0013105642046363367,-0.0015666024386452354,0.00020413906313050082,-0.0014169055503828768,0.5,0.004566297123131726,-0.0036633480902933378,-0.002246442539910461,-0.0027458845551378295,-0.006768235658158095,0.5,0.006658321796170021,-0.009074105532865015,-0.0023058698747069196,0.6308352340952226
2308.TW,2020-06-30,2020-04-01,2020-06-30,short_posts,42,-0.007773957139125702,-0.008256969707649043,0.5238095238095238,-0.0016900685704023567,-0.00011964453034241348,0.00813732517730663,0.0048137189518811276,0.0025534165455250394,0.6428571428571429,0.002230324201519387,0.0077453174119808095,0.00519190086645577,0.00592822159590568,0.0027754392238495892,0.6428571428571429,-0.001650820112779866,0.012668866300855706,0.009893427077006117,0.6308195235909845
00632R.TW,2018-03-31,2018-01-01,2018-03-30,has_attack,17,-0.00486607112917653,-0.003674414917987549,0.17647058823529413,-0.00017524487313957254,-0.004631270494428877,-0.0009568555764413282,-0.00486756324754819,-0.0015821420761821122,0.35294117647058826,-0.00012621772335625475,-0.004529946565164299,-0.002947804488982187,-0.007261381823972665,-0.004850840242974287,0.17647058823529413,-0.003228021809662515,-0.008783200008354771,-0.0039323597653804845,0.6305228411700344
3711.TW,2022-12-31,2022-10-03,2022-12-30,lots_of_excl,52,-0.009277316235492801,-0.0048370892938627025,0.46153846153846156,-0.0003353460213449972,0.00014743554855569884,0.004984524842418401,-0.004873892623774757,0.00022835739808581192,0.5192307692307693,0.005352098957466295,0.0024792638243237596,0.0022509064262379477,-0.010034788188250045,-0.005548343514464314,0.5192307692307693,0.007320136592713626,0.0021139590914984355,0.007662302605962749,0.6303408774933065
3711.TW,2022-09-30,2022-07-01,2022-09-30,deal_only,10,-0.011469185464058347,-0.008209128812981546,0.5,0.002124683945975883,-0.0059689784521868875,0.0022401503607946583,0.0008470949455883358,0.0046051663722957445,0.7,-0.005161895646651853,0.004982442195308813,0.00037727582301306844,-0.0025899633049154304,0.0013131289544790876,0.6,-0.007036562798251551,0.0026251841739724753,0.0013120552194933878,0.6303044898194611
3711.TW,2022-09-30,2022-07-01,2022-09-30,deal_over_tariff,10,-0.011469185464058347,-0.008209128812981546,0.5,0.002124683945975883,-0.0059689784521868875,0.0022401503607946583,0.0008470949455883358,0.0046051663722957445,0.7,-0.005161895646651853,0.004982442195308813,0.00037727582301306844,-0.0025899633049154304,0.0013131289544790876,0.6,-0.007036562798251551,0.0026251841739724753,0.0013120552194933878,0.6303044898194611
2317.TW,2019-09-30,2019-07-01,2019-09-30,has_russia,13,0.003328914303096492,0.0030247262706655934,0.5384615384615384,0.0015489787735870533,0.0010947709104724669,-0.0019299553601931263,0.0001409879949251635,-0.00040117195935207486,0.38461538461538464,-0.0036029928275406204,-0.0030549702476607623,-0.0026537982883086874,-0.009409383188560622,-0.009902436716821299,0.3076923076923077,0.0011041753624475726,-0.01173487274330239,-0.0018324360264810914,0.630272255842644
2330.TW,2018-03-31,2018-01-01,2018-03-30,has_night_post,13,-0.001668759995168352,-0.002841463811849996,0.6153846153846154,-0.002803149484677721,-0.0021344789733508487,0.0007069848384991474,-0.0026927573882492926,-0.004573098969113705,0.38461538461538464,-0.0005917105820262419,-0.00368110779933157,0.0008919911697821358,-0.0055539892590582415,-0.007513855386285979,0.46153846153846156,0.0009778337043841213,-0.006732274465260221,0.0007815809210257574,0.630045330354467
0050.TW,2022-12-31,2022-10-03,2022-12-30,positive_heavy,34,0.0027028704363969086,0.0009118335138210973,0.47058823529411764,0.0034550810510404796,0.00034057276179873795,-0.0005712607520223594,-0.004335970566555007,-0.00539398799097131,0.29411764705882354,0.0019496187922121919,-0.002965331924465107,0.002428656066506203,-0.0025291945531743815,-0.003885528641903019,0.4117647058823529,0.003404627970538008,-0.0027587606694886597,0.0011267679724143594,0.6299304196561549
2454.TW,2020-06-30,2020-04-01,2020-06-30,has_attack,44,0.005264028501226054,0.004290171086369564,0.5454545454545454,0.005724489471484868,0.0071157534150937726,0.0028255823287242085,-0.0011940486286431302,-0.003082503924442528,0.6363636363636364,0.004408949127665155,0.011732417412613693,0.014814921337056221,0.004469402874736347,0.0021281368957849697,0.6363636363636364,-0.0045987726169184825,0.020877649794128053,0.018749512898343083,0.6297116044973783
0050.TW,2023-12-31,2023-10-02,2023-12-29,volume_drop,9,-0.00021267598514023312,-0.0028436242876949897,0.1111111111111111,0.0006355031037031883,-0.0028245902610842017,1.9034026610787844e-05,0.0008912810018818049,-0.002579948764833593,0.1111111111111111,-0.0005048570211666622,-0.002214641862375343,0.00036530690245825003,0.0016201541843289713,-0.0018938934179376428,0.2222222222222222,-0.0021044794591674482,-0.0014286843152951487,0.00046520910264249423,0.6293849701923864
2317.TW,2017-03-31,2017-01-05,2017-03-31,deal_over_tariff,8,0.0038756351627993934,0.003597103112090736,0.625,0.0017678741537904647,0.003811803577173035,0.00021470046508229897,0.004119031563802255,0.003414261820496844,0.5,0.004782508972299821,0.004567657518570103,0.0011533956980732587,0.005086605960631536,0.004759938372708463,0.625,0.0013428049510776727,0.007825951219767563,0.0030660128470591003,0.6292354905693629
2317.TW,2017-03-31,2017-01-05,2017-03-31,deal_only,8,0.0038756351627993934,0.003597103112090736,0.625,0.0017678741537904647,0.003811803577173035,0.00021470046508229897,0.004119031563802255,0.003414261820496844,0.5,0.004782508972299821,0.004567657518570103,0.0011533956980732587,0.005086605960631536,0.004759938372708463,0.625,0.0013428049510776727,0.007825951219767563,0.0030660128470591003,0.6292354905693629
2317.TW,2017-03-31,2017-01-05,2017-03-31,has_deal,8,0.0038756351627993934,0.003597103112090736,0.625,0.0017678741537904647,0.003811803577173035,0.00021470046508229897,0.004119031563802255,0.003414261820496844,0.5,0.004782508972299821,0.004567657518570103,0.0011533956980732587,0.005086605960631536,0.004759938372708463,0.625,0.0013428049510776727,0.007825951219767563,0.0030660128470591003,0.6292354905693629
2303.TW,2023-09-30,2023-07-03,2023-09-29,has_russia,29,-0.004805290265156165,-0.0055217085790504675,0.4482758620689655,0.002818871925220748,-0.0041222467221287765,0.001399461856921691,-0.004003223073443542,-0.004993514188922412,0.3793103448275862,0.00467542386543493,-0.006078222608123162,-0.0010847084192007507,0.002358070054408732,0.0005950528867674021,0.41379310344827586,0.0008251179217460547,-0.005644038824135936,-0.006239091710903338,0.6292182873997173
3711.TW,2020-12-31,2020-10-01,2020-12-31,pre_deal,6,-0.010729768530772524,-0.007203614971115858,0.5,-0.0009100701624600062,-0.00394385695335623,0.0032597580177596286,-0.009741551913802559,-0.005252150909681551,0.5,-0.0064885919444160976,0.0018860067292993798,0.007138157638980931,0.0005895149382623872,0.005281217107252352,0.5,0.0011037303855512617,0.015849057930878513,0.01056784082362616,0.6290873741847328
2308.TW,2022-09-30,2022-07-01,2022-09-30,posts_high,19,-0.007760362412844735,-0.004484142717101544,0.5263157894736842,-0.003184774473715726,-0.0013836891234830543,0.0031004535936184894,-0.011184907094998253,-0.006908702782399473,0.42105263157894735,-0.0030236814663470897,-0.001794188162941429,0.0051145146194580444,-0.006772040453521082,-0.0026548147611847677,0.47368421052631576,0.0052143124105830455,0.0031190946212187516,0.005773909382403519,0.6289775207242572
2376.TW,2019-12-31,2019-10-01,2019-12-31,deal_heavy,16,-0.0015119727192413192,-0.0038524540728094307,0.375,0.0005657054770608592,-0.004394681577792876,-0.0005422275049834453,-0.003519730606854549,-0.005900629922749779,0.25,-0.0029095300103325374,-0.007368817904097687,-0.0014681879813479082,-0.0006445432608649809,-0.0035985629696605463,0.4375,-0.001314088105162977,-0.006934977508644083,-0.0033364145389835364,0.628648790232235
00632R.TW,2017-03-31,2017-01-05,2017-03-31,has_deal,8,-0.0013627345148096745,-0.0020454521878185846,0.125,0.0009876710387789365,-0.003805780388272985,-0.0017603282004544003,-0.0009469680308599742,-0.0008939952668910942,0.25,-0.0011803070282206916,-0.004881349005934663,-0.0039873537390435684,-0.0012703230000790182,-0.003068233153915037,0.125,0.0033973226337765255,-0.010695554060412952,-0.007627320906497915,0.6286448272701105
00632R.TW,2017-03-31,2017-01-05,2017-03-31,deal_over_tariff,8,-0.0013627345148096745,-0.0020454521878185846,0.125,0.0009876710387789365,-0.003805780388272985,-0.0017603282004544003,-0.0009469680308599742,-0.0008939952668910942,0.25,-0.0011803070282206916,-0.004881349005934663,-0.0039873537390435684,-0.0012703230000790182,-0.003068233153915037,0.125,0.0033973226337765255,-0.010695554060412952,-0.007627320906497915,0.6286448272701105
00632R.TW,2017-03-31,2017-01-05,2017-03-31,deal_only,8,-0.0013627345148096745,-0.0020454521878185846,0.125,0.0009876710387789365,-0.003805780388272985,-0.0017603282004544003,-0.0009469680308599742,-0.0008939952668910942,0.25,-0.0011803070282206916,-0.004881349005934663,-0.0039873537390435684,-0.0012703230000790182,-0.003068233153915037,0.125,0.0033973226337765255,-0.010695554060412952,-0.007627320906497915,0.6286448272701105
2376.TW,2019-12-31,2019-10-01,2019-12-31,has_market_brag,23,0.003923834714810021,0.002497860952724377,0.4782608695652174,0.0006843386746343862,0.00015123849201954424,-0.002346622460704833,0.006815745006609995,0.005242647682533918,0.5217391304347826,0.005052009128125706,0.0005170206790303035,-0.0047256270035036145,0.006705082328107613,0.005208760570347201,0.4782608695652174,0.0028697178408999616,-0.0008152070085235237,-0.006023967578870725,0.6285964029861129
3711.TW,2023-09-30,2023-07-03,2023-09-29,deal_only,14,-0.008446174548591812,-0.008569989710352707,0.5,0.003945205056483702,-0.006257113348422545,0.0023128763619301627,-0.0007119979689034839,-0.0008127813590089893,0.5,0.0009865617842460574,-0.0011639520128198487,-0.00035117065381085944,0.003776241997302725,0.0037967599869722177,0.5,0.004798583332023636,0.0011842897799007452,-0.002612470207071473,0.6285707067680425
2330.TW,2018-06-30,2018-04-02,2018-06-29,short_posts,9,-0.0017151224409111326,-0.0042255964255980116,0.3333333333333333,-0.0025157305717567356,-0.005276333679147173,-0.0010507372535491608,0.005168859909679907,0.0023259292560499816,0.4444444444444444,-0.003314576065238219,-0.0021743079748186445,-0.004500237230868626,-0.003323243427486766,-0.005953377817315111,0.2222222222222222,0.0013094878796450528,-0.011577067879937947,-0.005623690062622836,0.6283474322227948
0050.TW,2025-12-31,2025-10-01,2025-12-31,silence_day,55,-0.004824461077900485,-9.730001137194465e-05,0.5272727272727272,-0.0008252484119573109,0.0013514307919699883,0.001448730803341933,-0.012155841423858293,-0.006294859684702937,0.509090909090909,0.0002539854106469539,0.0019170431557912033,0.00821190284049414,-0.015546455377904955,-0.009486337002606803,0.5272727272727272,0.0019966199084683594,0.0030625359240493044,0.012548872926656107,0.628258950060784
2303.TW,2018-09-30,2018-07-02,2018-09-28,has_attack,41,0.005340786167828549,0.005140462439891919,0.5609756097560976,-0.004236971458595034,-0.0007273741842505837,-0.005867836624142503,0.0032114352988985495,0.002844093870301893,0.4146341463414634,-0.0026790242475269906,-0.004275201810030111,-0.007119295680332004,0.008068191139043186,0.0071554990768224235,0.4146341463414634,0.0005306572043717941,-0.0048946708946335975,-0.012050169971456021,0.6281252681806283
2377.TW,2023-03-31,2023-01-02,2023-03-31,deal_heavy,8,-0.008669914680333346,-0.006186089521129742,0.25,-0.004425721702325197,-0.0037924184163917467,0.002393671104737995,-9.939025190649955e-05,0.0030659145559595144,0.625,-0.0022639564552978855,0.005987537673658308,0.0029216231176987938,-0.005862522106677277,-0.002702661593817832,0.625,0.0024578181249620967,0.0028432755506436896,0.005545937144461522,0.6280914035529669
2330.TW,2018-06-30,2018-04-02,2018-06-29,has_attack,45,0.00015576275396097703,0.0038750038367942772,0.4666666666666667,0.0013227538238354767,-0.0004435109626952625,-0.0043185147994895395,5.395497066178418e-05,0.004665916674745531,0.5111111111111111,-0.002786324903276802,-0.0027425188185707734,-0.007408435493316304,-0.00859284188083137,-0.00397483280056714,0.37777777777777777,0.005697082345364311,-0.007671029391348663,-0.003696196590781523,0.6280310160773412
2376.TW,2019-06-30,2019-04-01,2019-06-28,deal_heavy,11,-0.0012299472631093198,0.0006046176476811743,0.45454545454545453,-0.0011363268348350102,0.0006837753492993722,7.915770161819785e-05,-0.009471500941978968,-0.007639313937390722,0.45454545454545453,-0.00160579180392504,-0.00591097611740401,0.001728337819986712,-0.006599057189429816,-0.004691666040573596,0.2727272727272727,0.003938696138854485,-0.003804993717590584,0.0008866723229830124,0.6277411957275773
2382.TW,2022-12-31,2022-10-03,2022-12-30,has_action,8,0.010331752831598257,0.004853650855765588,0.625,0.005460615780087355,0.0026166174667815994,-0.0022370333889839885,0.009891099097467953,0.004571918179017607,0.5,0.00458044237865275,0.000210317240042464,-0.004361600938975143,0.006694383696339302,0.0023050819289373073,0.5,0.00032383188565256876,-0.003633223469249904,-0.005938305398187211,0.6274087786372569
2317.TW,2026-03-31,2026-01-02,2026-03-25,volume_spike,8,-0.002739058379190166,-0.0028127637509594828,0.5,0.0034225846447681427,-0.005235544547222787,-0.0024227807962633042,-0.004116868048390361,-0.005882816821116155,0.5,0.0046034963804968895,-0.010845682721958905,-0.00496286590084275,-0.0020375100284439436,-0.004203134778424163,0.375,-0.004625440258542068,-0.013256321347308489,-0.009053186568884326,0.6273641078777727
2308.TW,2023-03-31,2023-01-02,2023-03-31,has_positive,56,0.007490024637285816,0.005396916658579107,0.44642857142857145,0.0020485109419412246,-0.0007971928043607674,-0.0061941094629398745,0.005147632922992201,0.0031435702386970734,0.42857142857142855,0.003436991241786924,-0.0016715859304047124,-0.004815156169101786,0.0001074183898018546,-0.0007830150388723326,0.44642857142857145,0.007507687350819175,-0.0022690135131381234,-0.0014859984742657908,0.6272908789828943
3711.TW,2024-06-30,2024-04-01,2024-06-28,sig_potus,10,0.003255987760936673,0.007364491906808416,0.7,-0.0033119606654963395,0.006818544497543105,-0.0005459474092653103,-0.00028639968160115497,0.0037065838886203477,0.7,-0.002168292858710459,0.003519883438092109,-0.00018670045052823864,-0.002950662937488472,0.0005905048111045979,0.7,0.0008674672965289648,0.001059036575853481,0.000468531764748883,0.6271560945545784
2382.TW,2024-06-30,2024-04-01,2024-06-28,posts_very_high,14,-0.005061017816762627,-0.00247210316631369,0.5714285714285714,-0.003255434168450845,-0.0010106904621120572,0.0014614127042016328,0.005488145648587906,0.008046219379566854,0.42857142857142855,0.005054433033075324,0.007352960930877076,-0.000693258448689777,-0.004118035620905042,-0.002090135346847087,0.35714285714285715,-0.005200188908270089,-4.575233386892404e-05,0.002044383012978163,0.6268410775579604
3711.TW,2022-12-31,2022-10-03,2022-12-30,has_positive,56,-0.0073136806396772065,-0.00718052533343142,0.48214285714285715,-0.002373688768113105,0.00012062682269927296,0.0073011521561306926,-0.006044784106879836,-0.005126995945273464,0.5178571428571429,0.0007483814632901729,0.0017237005984379638,0.006850696543711428,-0.004517881112557028,-0.004372887864502531,0.5178571428571429,-0.0011220754619558175,0.0026181510131524873,0.006991038877655019,0.6267743180305718
00632R.TW,2024-06-30,2024-04-01,2024-06-28,lots_of_excl,49,0.002265062883764977,0.0028206941567591073,0.32653061224489793,-7.535804866060439e-06,-0.003280694069394494,-0.006101388226153601,0.004360312136405342,0.004275202851590323,0.3469387755102041,-0.0026023013047007035,-0.005857857758522522,-0.010133060610112845,0.007059569865262406,0.0057342582429094555,0.3469387755102041,-0.0023591055045310456,-0.008171601966296106,-0.013905860209205562,0.6266560173411423
2317.TW,2024-06-30,2024-04-01,2024-06-28,has_action,19,0.009896297239813485,0.008651765101607534,0.5789473684210527,0.0038735592762163575,0.011123360145531771,0.002471595043924238,0.001227174603679191,-0.0011791006827805966,0.5263157894736842,-0.0011552276719775934,0.008038511696888484,0.009217612379669081,0.005905728247729341,0.0029880441330829427,0.5263157894736842,0.00364838793615347,0.014929433497588181,0.011941389364505239,0.6264797559802131
2454.TW,2023-12-31,2023-10-02,2023-12-29,has_positive,58,-0.0004976321633472312,0.0020770661699014473,0.5172413793103449,0.0006708066383072659,0.002325232148609054,0.0002481659787076066,-0.004257149893254141,-0.00016269908551324328,0.5344827586206896,0.009607834691866417,0.003742948911512104,0.003905647997025347,-0.007031627446051665,-0.0020140874703112105,0.603448275862069,0.013227376743278355,0.004756174937388603,0.006770262407699813,0.6260615711184889
2317.TW,2020-09-30,2020-07-01,2020-09-30,has_russia,14,-0.00023805571158115894,-0.0008561952477598867,0.35714285714285715,-0.0030067124603657333,-0.0025303821270743804,-0.0016741868793144936,-0.003611233115462864,-0.005029151568806699,0.35714285714285715,-0.0025265603682741496,-0.007599266507390378,-0.002570114938583679,-0.006665654812419312,-0.007789196169523809,0.5,0.002873859177147388,-0.010867533303587555,-0.0030783371340637458,0.6260343497379203
2454.TW,2023-06-30,2023-04-03,2023-06-30,has_chips,5,0.0018223741426937187,0.005449842164376524,0.6,-0.0028095867819402653,0.002910081173558761,-0.0025397609908177636,-0.0027261337739078,0.0020555015037422375,0.4,-0.003306660343771025,-0.001608211614675532,-0.00366371311841777,0.002535110265928631,0.007736921175822931,0.4,-0.0068912254570733175,0.002160396537085961,-0.00557652463873697,0.625993089490337
2377.TW,2020-06-30,2020-04-01,2020-06-30,has_night_post,43,-0.0062573283792679135,-0.005422835138699023,0.5348837209302325,0.0014317624865499892,-0.00016448628800950645,0.005258348850689517,-0.00024502454117077653,0.0011231899220229984,0.5813953488372093,0.0027633939851279612,0.004905233907553478,0.0037820439855304794,-0.007038213061012393,-0.005419613689842176,0.5581395348837209,0.0036613484001469902,0.006184542465967661,0.011604156155809836,0.6257778041054591
2377.TW,2017-12-31,2017-10-02,2017-12-29,has_night_post,15,0.0034033463699762716,0.004161457345231661,0.6666666666666666,-0.0012888570097784394,0.005203068090007512,0.0010416107447758507,-0.00783726221617077,-0.007187410808503753,0.4,0.0017569427067463186,-0.00078518956388751,0.006402221244616243,-0.003632278407986937,-0.002701520153793155,0.5333333333333333,-0.002634585308449358,0.006389229248429944,0.009090749402223099,0.6253545425857888
3711.TW,2022-09-30,2022-07-01,2022-09-30,has_russia,20,-0.005114706024619559,-0.0011420906472794957,0.5,-0.0015036232244301385,0.00020034039254204875,0.0013424310398215445,-0.006216631824869804,-0.0018473660007067175,0.55,-0.0015119178722441395,-0.000212529818040743,0.0016348361826659745,-0.015014538069988814,-0.011255647950922383,0.35,0.0032002905566091908,-0.006333831389561746,0.004921816561360637,0.6252868869510073
2376.TW,2019-12-31,2019-10-01,2019-12-31,has_chips,5,-0.0016260816467681106,-0.0019341403836118484,0.4,-0.0016631337449016063,-0.003263770362033046,-0.0013296299784211975,0.005943642593313636,0.006106823680341601,0.6,0.00510213530561511,0.0027455418025436247,-0.003361281877797976,0.00034674934358280916,1.0528378262012958e-05,0.6,0.00923350587091842,-0.004199062666871203,-0.004209591045133216,0.6252280290416882
2377.TW,2023-03-31,2023-01-02,2023-03-31,has_attack,53,0.004126266773274908,0.0034158854447670518,0.41509433962264153,-0.001995290886743188,0.002262931245786713,-0.0011529541989803384,-0.0017035404496487314,-0.0024269734403082064,0.5283018867924528,-0.006502776014396394,0.002850909812529219,0.005277883252837425,-0.008903664209218079,-0.009922977834869486,0.5660377358490566,-0.007242404213642341,0.0033813675018618842,0.013304345336731369,0.6251661588034235
0050.TW,2018-03-31,2018-01-01,2018-03-30,short_posts,9,-0.0016249471682911248,-0.002235162607658287,0.3333333333333333,-0.000710687183688251,-0.0020595267579271207,0.0001756358497311664,-0.0059954554382014025,-0.00647492601051072,0.3333333333333333,0.0007822525516620275,-0.006179047152813453,0.0002958788576972665,-0.0035467490307341384,-0.003957463507665294,0.3333333333333333,-0.002891132986916352,-0.004820644662832181,-0.0008631811551668873,0.6249817976521177
2303.TW,2023-03-31,2023-01-02,2023-03-31,has_action,11,0.0023783548120610556,-0.0013663936882252824,0.2727272727272727,0.001772159050846307,0.0007238079216088283,0.0020902016098341106,-0.00023713446174836866,-0.005340373705038247,0.45454545454545453,0.0021395306680527613,-3.891492695286364e-05,0.005301458778085384,-0.0023227895036438077,-0.006150822152563316,0.5454545454545454,-0.0010872327400779473,0.001954390699943249,0.008105212852506566,0.6246908194010321
3711.TW,2023-12-31,2023-10-02,2023-12-29,deal_over_tariff,19,0.004142574248074834,0.0034636192521077594,0.631578947368421,0.0006933893882783461,0.00306998398726594,-0.00039363526484181914,0.0035166568691827136,0.002974364525213164,0.5263157894736842,0.002943999669350184,0.004405924335996396,0.0014315598107832318,0.005881562440479798,0.004837958219131109,0.47368421052631576,0.0057912564972992485,0.006653771274061145,0.001815813054930036,0.6243696573046671
2330.TW,2020-03-31,2020-01-01,2020-03-31,has_iran,13,-0.005575315895360531,-0.00632223488589642,0.23076923076923078,-0.004146746220024054,-0.008052899416481107,-0.0017306645305846867,-0.0025058136599416603,-0.003148852270781436,0.23076923076923078,-0.004907841633375612,-0.009719399498187025,-0.006570547227405589,-0.0015397831294292133,-0.0011581104397620622,0.3076923076923077,-0.003082307777683247,-0.012832373359913761,-0.011674262920151699,0.6242869034338935
2330.TW,2019-09-30,2019-07-01,2019-09-30,open_tariff,11,-0.003245939360996635,0.004266935112969034,0.6363636363636364,0.0006829738052171264,0.0035176932432845628,-0.0007492418696844712,-0.005985874302523765,0.0024546888152322784,0.5454545454545454,0.00022153232965622417,0.0024177115300344294,-3.697728519784883e-05,-0.0001836467363686648,0.007625582455852446,0.6363636363636364,-0.0032272260296256957,0.007516790589675665,-0.00010879186617678131,0.6242249876081671
2382.TW,2020-06-30,2020-04-01,2020-06-30,has_market_brag,9,-0.0022070547829534425,-0.0030584569928303875,0.3333333333333333,-0.002357780095445949,-0.0019777724363160315,0.0010806845565143562,-0.001774162714817327,-0.002094296145857643,0.5555555555555556,0.0025086037715566258,0.0006929552744357275,0.0027872514202933706,-0.00669118994808304,-0.006115272143036578,0.5555555555555556,0.00546959214943391,-0.00046506310554282306,0.005650209037493755,0.6241892182631956
2382.TW,2020-09-30,2020-07-01,2020-09-30,deal_only,21,0.0030578892721317766,0.002144069625569638,0.42857142857142855,0.006400735564363125,0.0016269124992063328,-0.000517157126363305,0.003489945735197816,0.0034186156549067563,0.47619047619047616,0.007352876578423713,0.0026180639080404947,-0.0008005517468662614,-0.0007826509968046689,-0.0011223283042208292,0.38095238095238093,0.0041392855689917595,-0.00040706591167700507,0.0007152623925438241,0.6233877439817054
2377.TW,2019-09-30,2019-07-01,2019-09-30,has_night_post,33,-0.003068111020167191,-0.0029306673627652706,0.42424242424242425,-0.0022838084785906706,-0.001133381981014761,0.0017972853817505097,-0.0073918673623620135,-0.006783619754739999,0.42424242424242425,-0.00016361513798256698,-0.003158681660088603,0.0036249380946513964,-0.006733775168267634,-0.0059544829505026615,0.45454545454545453,-0.0017980223805942157,-0.0029684734221242614,0.0029860095283784005,0.6232125065029916
2454.TW,2019-06-30,2019-04-01,2019-06-28,has_market_brag,10,0.0030910901719689624,0.0019346261661244918,0.4,-0.007218135538425973,0.0016024970274334971,-0.0003321291386909947,-0.001352454750402121,-0.002487648584576151,0.4,-0.01230190012241934,-0.002246354861131524,0.00024129372344462656,-0.006357658507800222,-0.007553335016469154,0.1,-0.016917944522682506,-0.006833107408597053,0.0007202276078721009,0.6231659449669769
0050.TW,2019-12-31,2019-10-01,2019-12-31,has_attack,56,0.004279489624910022,0.0033915611052722167,0.5357142857142857,-0.001447632622522954,0.001144742860557636,-0.002246818244714581,0.005047345095551958,0.0039053298643829688,0.5714285714285714,-0.00018635812025598157,0.0024377392588769706,-0.001467590605505998,0.00828014938340548,0.006794844657180294,0.6428571428571429,0.001779483591327324,0.004188024278157647,-0.0026068203790226467,0.6231464267616502
2303.TW,2022-09-30,2022-07-01,2022-09-30,short_posts,11,-0.005133508062126898,-0.0033721681641400466,0.6363636363636364,-4.9340249502562855e-05,-0.003912244660459563,-0.0005400764963195167,0.004048065447928451,0.005841261820220542,0.45454545454545453,-0.012896843558443599,0.0027044738657459873,-0.0031367879544745548,0.004601112959961468,0.00645914493590882,0.5454545454545454,-0.014958054842531633,0.0017701688538667257,-0.0046889760820420946,0.623025806264436
2330.TW,2019-03-31,2019-01-01,2019-03-29,posts_low,10,0.00043132360515392605,-9.389831571191345e-05,0.5,0.000547093666525467,-0.0006620313198042249,-0.0005681330040923114,-0.009810046860319253,-0.010856149988335758,0.4,0.004231738148081194,-0.009366074254348836,0.0014900757339869216,-0.0012442934315754937,-0.0030552826677808717,0.5,0.0011521979691661265,-0.0018525034743788302,0.0012027791934020413,0.6230071481851482
2377.TW,2020-03-31,2020-01-01,2020-03-31,has_china,27,-0.005964001584365511,-0.0042944771208376295,0.5925925925925926,0.0009295806746646151,-0.0009074371995820544,0.003387039921255575,0.0032904125605041678,0.006250462716240891,0.5185185185185185,0.005014959405306503,0.0053594211792424035,-0.0008910415369984874,-0.0004905422709734178,0.0028619949493751094,0.48148148148148145,2.3418849099267336e-05,0.0031682758521066807,0.0003062809027315715,0.622895730011256
2376.TW,2017-03-31,2017-01-05,2017-03-31,high_emotion,7,-0.0028405805138779433,-0.0021434338447606253,0.2857142857142857,0.0009521490113612915,-0.0039385289142969985,-0.0017950950695363732,0.00336696868383027,0.004195319650238113,0.42857142857142855,0.0009128906847225369,-0.00024097707199512226,-0.004436296722233235,0.005248574473330481,0.0057780739522850216,0.2857142857142857,-0.0029542837228243787,-0.0003920453929856932,-0.006170119345270715,0.6224393252609876
2308.TW,2017-06-30,2017-04-03,2017-06-30,has_action,9,-0.001876919247447989,-0.0015902900511984433,0.4444444444444444,0.005584704980351598,-0.002013426744246183,-0.00042313669304773965,-0.004918533566487062,-0.004858583679537928,0.3333333333333333,0.00542110258954853,-0.005684994065952916,-0.0008264103864149881,-0.0013798750718725988,-0.0016524714308856071,0.5555555555555556,0.0031851056197720346,-0.003960182837932492,-0.002307711407046885,0.6221785020711351
2308.TW,2023-06-30,2023-04-03,2023-06-30,lots_of_excl,56,-0.0031005540376557593,-0.004054349341623468,0.48214285714285715,0.0021737393761987866,0.0012540458847181274,0.005308395226341595,0.0013624935397603243,9.362745394783916e-05,0.5,0.006501114872080957,0.004029334700613786,0.0039357072466659464,0.0036531839280414683,0.0018804796098781523,0.5178571428571429,0.013446915384461751,0.006844763372979597,0.004964283763101445,0.6219799819771142
2382.TW,2017-09-30,2017-07-03,2017-09-29,has_positive,51,0.0032614869318896757,0.003400847417823336,0.47058823529411764,-0.002734251260481097,-6.812083547058871e-05,-0.0034689682532939247,0.004638033386728538,0.004500217843979914,0.5098039215686274,-0.0037987649635855235,-0.0003136081826064098,-0.004813826026586324,0.00960927315052194,0.009073853712300252,0.49019607843137253,-0.0074968493055012145,-6.770835773854545e-05,-0.009141562070038797,0.6216829389369768
