target,fusion_mode,accuracy,macro_f1,precision,recall,auc,cumret,sharpe,trades,n_test,event_day_cumret,event_day_trades,selected_trade_edge_threshold,market_features,event_regime_features,selected_events,output_dir
2330.TW,gated_concat,0.4292929292929293,0.3336906995443581,0.4166666666666667,0.04504504504504504,0.536087811949881,-0.14523312673654232,-1.2796571960395458,43,198,,34,0.475,49,154,31,/home/butter303062/political-sentiment-stock-pred/data/output/fusion_ablation_core/2330.TW/gated_concat
2330.TW,raw_concat,0.4696969696969697,0.43201376936316693,0.5833333333333334,0.1891891891891892,0.5230402816609713,-0.41741077971056817,-2.5041680359160563,129,198,,80,0.225,49,154,31,/home/butter303062/political-sentiment-stock-pred/data/output/fusion_ablation_core/2330.TW/raw_concat
2330.TW,ungated_concat,0.4494949494949495,0.3682639112490121,0.5625,0.08108108108108109,0.5367091229160195,-0.46714929634909985,-2.3361277944942747,198,198,,90,0.0,49,154,31,/home/butter303062/political-sentiment-stock-pred/data/output/fusion_ablation_core/2330.TW/ungated_concat
2330.TW,add,0.4393939393939394,0.3806047966631908,0.5,0.11711711711711711,0.45676711193952574,-0.47763730113422975,-2.942981767025922,149,198,,66,0.175,49,154,31,/home/butter303062/political-sentiment-stock-pred/data/output/fusion_ablation_core/2330.TW/add
TSM,gated_concat,0.4977168949771689,0.4349315068493151,0.5806451612903226,0.1565217391304348,0.5244983277591974,-0.15579053376825658,-0.8352196710358002,77,219,,16,0.2,29,349,80,/home/butter303062/political-sentiment-stock-pred/data/output/fusion_ablation_core/TSM/gated_concat
TSM,raw_concat,0.4794520547945205,0.46240310077519375,0.5034965034965035,0.6260869565217392,0.48938127090301,0.3400125175515394,1.4770121965505156,95,219,,21,0.2,29,349,80,/home/butter303062/political-sentiment-stock-pred/data/output/fusion_ablation_core/TSM/raw_concat
TSM,ungated_concat,0.4977168949771689,0.4349315068493151,0.5806451612903226,0.1565217391304348,0.5177257525083612,-0.05929838840307333,-0.5646618182569262,22,219,,6,0.325,29,349,80,/home/butter303062/political-sentiment-stock-pred/data/output/fusion_ablation_core/TSM/ungated_concat
TSM,add,0.5388127853881278,0.4986286465534828,0.5421686746987951,0.782608695652174,0.537123745819398,0.06150177877348373,0.4051751916378821,92,219,,17,0.15,29,349,80,/home/butter303062/political-sentiment-stock-pred/data/output/fusion_ablation_core/TSM/add
