epoch,train_loss,val_loss,val_acc,val_regime_acc
1,0.9885414421283705,0.9517312535961855,0.5776699029126213,0.6456310679611651
2,0.8818234413999566,0.8989269177890519,0.587378640776699,0.6844660194174758
3,0.8114800299367597,0.8472694945566862,0.5194174757281553,0.7233009708737864
4,0.7491165731909089,0.8086673750460727,0.5388349514563107,0.7718446601941747
5,0.7233179530240423,0.7927593062224897,0.5194174757281553,0.8203883495145631
6,0.7119154611490839,0.780247088774894,0.5194174757281553,0.8640776699029126
7,0.6872324350242791,0.7606034793900055,0.5145631067961165,0.8883495145631068
8,0.673182593512645,0.7548955794676994,0.5097087378640777,0.9271844660194175
9,0.6686147088828724,0.7552894608488361,0.529126213592233,0.912621359223301
10,0.6575533305445025,0.747026084117519,0.5339805825242718,0.9223300970873787
11,0.646082258444228,0.757014702824713,0.5339805825242718,0.941747572815534
12,0.6100682160272027,0.7589042811717802,0.529126213592233,0.9368932038834952
13,0.6156842961289366,0.7521332988461245,0.5242718446601942,0.9563106796116505
14,0.6022894813717785,0.7763204655600983,0.529126213592233,0.9660194174757282
15,0.5808707209226722,0.7781838849910254,0.5242718446601942,0.9611650485436893
16,0.5771556224691153,0.7965079696433058,0.5631067961165048,0.9466019417475728
17,0.5732654841264821,0.7943882895904837,0.5533980582524272,0.9563106796116505
18,0.5562442266446654,0.8204051152016353,0.5679611650485437,0.9611650485436893
