epoch,train_loss,val_loss,val_acc,val_regime_acc
1,0.9752132420233864,0.9109645251235271,0.5158371040723982,0.5701357466063348
2,0.8325236432055101,0.8251582402988796,0.5475113122171946,0.8054298642533937
3,0.7393973905134966,0.771882706098427,0.5339366515837104,0.8733031674208145
4,0.6896449910765663,0.7377363319310667,0.5429864253393665,0.9502262443438914
5,0.654057269300369,0.7203465770272648,0.5429864253393665,0.9773755656108597
6,0.6219924266963082,0.7093533736008865,0.5610859728506787,0.9819004524886877
7,0.5991854685513094,0.7021838520986462,0.5610859728506787,0.9864253393665159
8,0.5920477105334481,0.7037753929379839,0.5656108597285068,0.9909502262443439
9,0.570759100263769,0.7054802103819351,0.5565610859728507,0.995475113122172
10,0.5613069932728527,0.7135531462695264,0.5520361990950227,0.995475113122172
11,0.549768513281715,0.7057153968250051,0.579185520361991,0.995475113122172
12,0.5240808951663462,0.7099222241483663,0.579185520361991,0.995475113122172
13,0.5087209107404087,0.70713544350404,0.5701357466063348,1.0
14,0.5164620097945718,0.7180616475338311,0.5565610859728507,1.0
15,0.49264234553046404,0.7168225551622486,0.5927601809954751,1.0
