event,regime,n,mean_ret,median_ret,hit_up,hit_down
attack_heavy&has_china,calm_bull,35,0.05416599265554476,0.03985790523882171,0.7428571428571429,0.2571428571428571
attack_heavy&has_china,neutral,65,0.06752400563372976,0.07299650136815083,0.8307692307692308,0.16923076923076924
attack_heavy&has_china,oversold,43,0.04111657848999168,0.04307539436094898,0.6046511627906976,0.3953488372093023
attack_heavy&has_china,risk_off,15,0.04152751257889944,0.037820011676880094,0.6,0.4
has_action&has_china,calm_bull,21,0.07878303235105587,0.09156959017856714,0.8095238095238095,0.19047619047619047
has_action&has_china,neutral,33,0.09356894237071142,0.07949305376709925,0.9090909090909091,0.09090909090909091
has_action&has_china,oversold,34,0.04227865114047906,0.06377140679797921,0.6470588235294118,0.35294117647058826
has_action&has_china,risk_off,12,0.05966550357920406,0.11146853617562169,0.6666666666666666,0.3333333333333333
has_china,calm_bull,66,0.04318541593570824,0.032463557013913236,0.696969696969697,0.30303030303030304
has_china,neutral,145,0.05149098836066258,0.05688356715698606,0.7379310344827587,0.25517241379310346
has_china,oversold,97,0.033024097143498056,0.030120391554986803,0.5876288659793815,0.41237113402061853
has_china,risk_off,30,0.04983351054624855,0.059035167858057624,0.6666666666666666,0.3333333333333333
has_china&has_all_caps,calm_bull,26,0.0668036512533254,0.034498274713206545,0.6923076923076923,0.3076923076923077
has_china&has_all_caps,neutral,40,0.09299875224667617,0.0800680442731696,0.9,0.1
has_china&has_all_caps,oversold,21,0.0556295865735692,0.0803436100450019,0.7619047619047619,0.23809523809523808
has_china&has_all_caps,risk_off,7,0.09558063908765944,0.12489959719946797,0.8571428571428571,0.14285714285714285
has_china&has_night_post,calm_bull,41,0.04897862591517784,0.033028347602157115,0.7560975609756098,0.24390243902439024
has_china&has_night_post,neutral,87,0.07145944726800003,0.07687873625021613,0.8045977011494253,0.19540229885057472
has_china&has_night_post,oversold,59,0.04158410231165768,0.04307539436094898,0.6440677966101694,0.3559322033898305
has_china&has_night_post,risk_off,17,0.0549021103195008,0.07222507714862658,0.7058823529411765,0.29411764705882354
has_china&has_uppercase_phrase,calm_bull,29,0.04877381409890441,0.033028347602157115,0.6551724137931034,0.3448275862068966
has_china&has_uppercase_phrase,neutral,62,0.07998061632704077,0.07455840876656916,0.8548387096774194,0.14516129032258066
has_china&has_uppercase_phrase,oversold,33,0.05577928895028852,0.0803436100450019,0.7272727272727273,0.2727272727272727
has_china&has_uppercase_phrase,risk_off,13,0.08932925698403797,0.12489959719946797,0.8461538461538461,0.15384615384615385
has_china&short_posts,calm_bull,35,0.06863939540813384,0.038286178124468995,0.7428571428571429,0.2571428571428571
has_china&short_posts,neutral,77,0.07613267786175212,0.07687873625021613,0.8181818181818182,0.16883116883116883
has_china&short_posts,oversold,31,0.05992358364601423,0.08091137721864383,0.7419354838709677,0.25806451612903225
has_china&short_posts,risk_off,13,0.08628283912425909,0.12489959719946797,0.7692307692307693,0.23076923076923078
has_night_post&deal_only,calm_bull,45,0.034871199687249166,0.03818514962290864,0.7333333333333333,0.26666666666666666
has_night_post&deal_only,neutral,67,0.07659134817551315,0.06823817021283918,0.8507462686567164,0.14925373134328357
has_night_post&deal_only,oversold,39,0.03514501497522457,0.025165688242192452,0.6410256410256411,0.358974358974359
has_night_post&deal_only,risk_off,14,0.04539583066698056,0.023503887903335907,0.6428571428571429,0.35714285714285715
has_night_post&deal_over_tariff,calm_bull,56,0.03276394835807457,0.03375515155216313,0.75,0.25
has_night_post&deal_over_tariff,neutral,78,0.0737182979450141,0.06979138905706317,0.8589743589743589,0.14102564102564102
has_night_post&deal_over_tariff,oversold,48,0.038994775080751505,0.03567942009832448,0.6458333333333334,0.3541666666666667
has_night_post&deal_over_tariff,risk_off,15,0.052822098560217835,0.025165688242192452,0.6666666666666666,0.3333333333333333
posts_high&deal_only,calm_bull,54,0.04420006092948463,0.041459170714847504,0.7407407407407407,0.25925925925925924
posts_high&deal_only,neutral,68,0.07327667294348293,0.07289203474845918,0.7941176470588235,0.20588235294117646
posts_high&deal_only,oversold,41,0.03161941633252997,0.021842087564479362,0.6097560975609756,0.3902439024390244
posts_high&deal_only,risk_off,15,0.06218344790416226,0.08348676930204868,0.7333333333333333,0.26666666666666666
posts_high&deal_over_tariff,calm_bull,63,0.04167552026278804,0.03818514962290864,0.746031746031746,0.25396825396825395
posts_high&deal_over_tariff,neutral,83,0.06895720545554847,0.07299650136815083,0.8072289156626506,0.1927710843373494
posts_high&deal_over_tariff,oversold,49,0.034862422359819824,0.033817601931821706,0.6122448979591837,0.3877551020408163
posts_high&deal_over_tariff,risk_off,16,0.06809634797674835,0.08420830187016448,0.75,0.25
posts_high&has_china,calm_bull,47,0.04814546663347115,0.033028347602157115,0.723404255319149,0.2765957446808511
posts_high&has_china,neutral,99,0.0699052178226074,0.07618132091199858,0.8080808080808081,0.1919191919191919
posts_high&has_china,oversold,61,0.04311056551570503,0.054591907658979366,0.6557377049180327,0.3442622950819672
posts_high&has_china,risk_off,20,0.05369833977135259,0.074442461971572,0.7,0.3
posts_high&has_deal,calm_bull,71,0.03633802988016904,0.03650186172167613,0.7183098591549296,0.28169014084507044
posts_high&has_deal,neutral,97,0.06525020531390181,0.0705822483288463,0.7938144329896907,0.20618556701030927
posts_high&has_deal,oversold,59,0.03367431186143155,0.037820011676880094,0.6271186440677966,0.3728813559322034
posts_high&has_deal,risk_off,18,0.06345818654241472,0.08420830187016448,0.7222222222222222,0.2777777777777778
posts_very_high&deal_only,calm_bull,29,0.04948055013198822,0.05485770219979513,0.7586206896551724,0.2413793103448276
posts_very_high&deal_only,neutral,47,0.08781054531984744,0.07687873625021613,0.851063829787234,0.14893617021276595
posts_very_high&deal_only,oversold,22,0.052146007845646894,0.04448251763656119,0.7272727272727273,0.2727272727272727
posts_very_high&deal_only,risk_off,9,0.08075145409908448,0.13290463655991447,0.7777777777777778,0.2222222222222222
posts_very_high&deal_over_tariff,calm_bull,35,0.045484263725741624,0.04277044130608543,0.7714285714285715,0.22857142857142856
posts_very_high&deal_over_tariff,neutral,58,0.07949238096275729,0.07694367981057326,0.8448275862068966,0.15517241379310345
posts_very_high&deal_over_tariff,oversold,25,0.05778321292641628,0.0458896409121734,0.76,0.24
posts_very_high&deal_over_tariff,risk_off,10,0.08835529359573,0.13395131787830095,0.8,0.2
posts_very_high&has_china,calm_bull,31,0.04776507092614921,0.03985790523882171,0.7096774193548387,0.2903225806451613
posts_very_high&has_china,neutral,67,0.07226239579204818,0.07618132091199858,0.8208955223880597,0.1791044776119403
posts_very_high&has_china,oversold,35,0.06275060125084356,0.0806265005058957,0.7714285714285715,0.22857142857142856
posts_very_high&has_china,risk_off,15,0.06804806891547889,0.09003243579132891,0.7333333333333333,0.26666666666666666
posts_very_high&has_deal,calm_bull,40,0.03962543704163224,0.03816404354593861,0.75,0.25
posts_very_high&has_deal,neutral,67,0.07286429817834424,0.07520182116807206,0.8208955223880597,0.1791044776119403
posts_very_high&has_deal,oversold,34,0.051777431559103956,0.062392868579237315,0.7647058823529411,0.23529411764705882
posts_very_high&has_deal,risk_off,11,0.08850776106805718,0.13290463655991447,0.8181818181818182,0.18181818181818182
short_posts&deal_over_tariff,calm_bull,55,0.04719953045294687,0.059267883559979584,0.8181818181818182,0.18181818181818182
short_posts&deal_over_tariff,neutral,73,0.07225146964227559,0.06030741596214062,0.8082191780821918,0.1917808219178082
short_posts&deal_over_tariff,oversold,24,0.06786123636657436,0.08191518967352529,0.75,0.25
short_posts&deal_over_tariff,risk_off,11,0.09482929781665855,0.10330391483279522,0.7272727272727273,0.2727272727272727
