event,regime,n,mean_ret,median_ret,hit_up,hit_down
attack_heavy&deal_only,calm_bull,37,0.0054065017191951515,0.007276157728052013,0.7297297297297297,0.2702702702702703
attack_heavy&deal_only,neutral,56,0.007193896915911798,0.011979701023419831,0.7142857142857143,0.2857142857142857
attack_heavy&deal_only,oversold,13,0.020613953493500772,0.025403473165975354,0.6923076923076923,0.3076923076923077
attack_heavy&deal_only,risk_off,8,0.03376820547823457,0.03153199432020504,0.875,0.125
attack_heavy&deal_over_tariff,calm_bull,43,0.004716488680631089,0.007276157728052013,0.7209302325581395,0.27906976744186046
attack_heavy&deal_over_tariff,neutral,71,0.0054422140901021114,0.009333207640429997,0.7183098591549296,0.28169014084507044
attack_heavy&deal_over_tariff,oversold,16,0.024384184818219364,0.025565099489629706,0.75,0.25
attack_heavy&deal_over_tariff,risk_off,10,0.0361936490230648,0.03153199432020504,0.9,0.1
deal_heavy&deal_only,calm_bull,25,0.00444746927950523,0.004960406736366885,0.72,0.28
deal_heavy&deal_only,neutral,55,0.003989455877918355,0.007207499221509206,0.6545454545454545,0.34545454545454546
deal_heavy&deal_only,oversold,18,0.028340378839596676,0.025565099489629706,0.6666666666666666,0.3333333333333333
deal_heavy&deal_only,risk_off,10,0.05141549570634209,0.03481890825421796,0.8,0.2
deal_over_tariff&deal_only,calm_bull,83,0.004383234524218178,0.004647182352844226,0.7228915662650602,0.27710843373493976
deal_over_tariff&deal_only,neutral,147,0.0050137609205167764,0.008192345093196218,0.6666666666666666,0.3333333333333333
deal_over_tariff&deal_only,oversold,39,0.015178796736165246,0.008446781351157284,0.6666666666666666,0.3333333333333333
deal_over_tariff&deal_only,risk_off,26,0.02330041967341835,0.01036087388788609,0.7307692307692307,0.2692307692307692
exclamation_heavy&china_streak_3d,calm_bull,9,0.00023395188299352783,0.0004760028568298047,0.6666666666666666,0.3333333333333333
exclamation_heavy&china_streak_3d,neutral,36,0.012265412750710525,0.010579493067371604,0.75,0.25
exclamation_heavy&china_streak_3d,oversold,19,0.026409671274592712,0.02475170979071062,0.8421052631578947,0.15789473684210525
exclamation_heavy&china_streak_3d,risk_off,12,0.03419513713148493,0.030905932530018276,0.8333333333333334,0.16666666666666666
has_action&china_streak_3d,neutral,12,0.013128732610096302,0.012755684333401685,0.8333333333333334,0.16666666666666666
has_action&china_streak_3d,oversold,6,0.044152379700858835,0.04582938673840453,1.0,0.0
has_action&china_streak_3d,risk_off,5,0.057712055926404646,0.06052361922970517,1.0,0.0
has_action&deal_only,calm_bull,22,0.0030077869770713454,0.0036062459712887796,0.7272727272727273,0.2727272727272727
has_action&deal_only,neutral,37,0.0042398321937739385,0.014731782815598837,0.6756756756756757,0.32432432432432434
has_action&deal_only,oversold,15,0.034077243285081264,0.025403473165975354,0.7333333333333333,0.26666666666666666
has_action&deal_only,risk_off,12,0.04070403570809732,0.031431337217112776,0.75,0.25
has_attack&china_streak_3d,calm_bull,9,0.0034490404243191744,0.0056612897351466795,0.7777777777777778,0.2222222222222222
has_attack&china_streak_3d,neutral,26,0.012130850983806857,0.010634488700368872,0.7307692307692307,0.2692307692307692
