epoch,train_loss,val_loss,val_acc,val_regime_acc
1,0.9846416145138777,0.9389108763800726,0.39444444444444443,0.6944444444444444
2,0.8433136907360248,0.906169060866038,0.36666666666666664,0.7444444444444445
3,0.8023064708396351,0.9048981255955166,0.4111111111111111,0.7555555555555555
4,0.7551219585430191,0.9405617369545831,0.39444444444444443,0.7666666666666667
5,0.7388434462975568,1.0116229905022516,0.36666666666666664,0.7444444444444445
6,0.6967532301131893,0.9675143188900418,0.4722222222222222,0.7611111111111111
7,0.6609573189948501,1.024056731330024,0.45,0.7611111111111111
8,0.6155825525620159,1.101022760073344,0.46111111111111114,0.75
9,0.599605888683198,1.2378158807754516,0.4222222222222222,0.7555555555555555
10,0.5714841748772419,1.1429280042648315,0.5111111111111111,0.75
11,0.5305018931921053,1.303079573313395,0.4666666666666667,0.75
