epoch,train_loss,val_loss,val_acc,val_regime_acc
1,0.9304684994478714,0.8288187893425546,0.75,0.8048780487804879
2,0.7784909927037043,0.7664763084272059,0.7317073170731707,0.823170731707317
3,0.6911006893754431,0.9050194853689613,0.4329268292682927,0.8109756097560976
4,0.6199389395617418,0.7972159763661827,0.6036585365853658,0.8414634146341463
5,0.5290874076938515,1.031927105857105,0.45121951219512196,0.8414634146341463
6,0.4428956679441699,1.2065640106433775,0.45121951219512196,0.8475609756097561
7,0.37010069820458485,1.298023662916044,0.5,0.8536585365853658
8,0.3534354587017994,1.3920684616740158,0.4573170731707317,0.8536585365853658
9,0.28938885796793007,1.3967271200040492,0.5060975609756098,0.8536585365853658
10,0.2649361906876604,2.033149934396511,0.3353658536585366,0.8536585365853658
