event,regime,n,mean_ret,median_ret,hit_up,hit_down
deal_heavy&deal_only,neutral,54,-0.02085936581169762,-0.018967993762149526,0.24074074074074073,0.7592592592592593
deal_heavy&deal_only,oversold,35,-0.018502218409688496,-0.020428989790034824,0.2857142857142857,0.6857142857142857
deal_heavy&deal_only,risk_off,6,-0.038668612846583884,-0.0379898761575595,0.16666666666666666,0.8333333333333334
deal_heavy&deal_over_tariff,neutral,79,-0.020073946696023973,-0.022031860892886668,0.22784810126582278,0.7721518987341772
deal_heavy&deal_over_tariff,oversold,54,-0.011259461626016506,-0.01260036361807293,0.35185185185185186,0.6111111111111112
deal_heavy&deal_over_tariff,risk_off,8,-0.039566607926840955,-0.04226059316761216,0.125,0.875
deal_heavy&has_attack,neutral,69,-0.020649061631985356,-0.022031860892886668,0.2318840579710145,0.7536231884057971
deal_heavy&has_attack,oversold,47,-0.011081563636271063,-0.01237112246584382,0.3617021276595745,0.5957446808510638
deal_heavy&has_attack,risk_off,7,-0.04544591233675691,-0.055265873257381526,0.0,1.0
deal_heavy&short_posts,neutral,28,-0.029993268764197546,-0.022583743875568107,0.14285714285714285,0.8571428571428571
deal_heavy&short_posts,oversold,33,-0.017170054323640195,-0.018392989524353975,0.2727272727272727,0.6666666666666666
deal_heavy&short_posts,risk_off,5,-0.03453235173136866,-0.029255313077842793,0.0,1.0
exclamation_heavy&deal_only,neutral,148,-0.005350472390681929,-0.010460245277196356,0.3108108108108108,0.668918918918919
exclamation_heavy&deal_only,oversold,103,-0.01825412533150703,-0.017840336825243885,0.22330097087378642,0.7572815533980582
exclamation_heavy&deal_only,risk_off,12,-0.03510057198866124,-0.02602997489251535,0.16666666666666666,0.8333333333333334
exclamation_heavy&deal_over_tariff,neutral,173,-0.007232982364018195,-0.012000020345051987,0.2947976878612717,0.6878612716763006
exclamation_heavy&deal_over_tariff,oversold,122,-0.015086952398450967,-0.014558981376277702,0.26229508196721313,0.7131147540983607
exclamation_heavy&deal_over_tariff,risk_off,14,-0.0361234321570828,-0.03146113666925976,0.14285714285714285,0.8571428571428571
has_attack&deal_only,neutral,109,-0.01115482911676019,-0.013416866557252716,0.28440366972477066,0.7064220183486238
has_attack&deal_only,oversold,85,-0.018055857488870133,-0.017684832859754307,0.2235294117647059,0.7529411764705882
has_attack&deal_only,risk_off,9,-0.036966299224267724,-0.033666960260676726,0.1111111111111111,0.8888888888888888
has_attack&deal_over_tariff,neutral,128,-0.012793566210646925,-0.0170469644226679,0.265625,0.7265625
has_attack&deal_over_tariff,oversold,101,-0.01552328761414228,-0.014336904085998858,0.25742574257425743,0.7128712871287128
has_attack&deal_over_tariff,risk_off,11,-0.03792889812305762,-0.033666960260676726,0.09090909090909091,0.9090909090909091
has_attack&has_china,neutral,117,-0.007356734359091321,-0.013570809832891828,0.2905982905982906,0.6923076923076923
has_attack&has_china,oversold,111,-0.017213766129439357,-0.016881835297505088,0.26126126126126126,0.7207207207207207
has_attack&has_china,risk_off,14,-0.02620878389217573,-0.019844263841332144,0.14285714285714285,0.8571428571428571
has_china&has_all_caps,neutral,36,-0.019321994025263724,-0.01995210228248473,0.16666666666666666,0.8055555555555556
has_china&has_all_caps,oversold,54,-0.01855884577536299,-0.0194109896571944,0.25925925925925924,0.7037037037037037
has_china&has_all_caps,risk_off,7,-0.016561163843990773,-0.018392989524353975,0.2857142857142857,0.7142857142857143
has_deal&has_attack,neutral,153,-0.011244647600333222,-0.01516430555275472,0.2875816993464052,0.6993464052287581
has_deal&has_attack,oversold,108,-0.013539649203151174,-0.013327004986264379,0.2777777777777778,0.6944444444444444
has_deal&has_attack,risk_off,11,-0.03792889812305762,-0.033666960260676726,0.09090909090909091,0.9090909090909091
has_deal&has_night_post,neutral,196,-0.008301366450456293,-0.0114990251609976,0.29591836734693877,0.6836734693877551
has_deal&has_night_post,oversold,125,-0.013731546531541542,-0.014336904085998858,0.272,0.704
has_deal&has_night_post,risk_off,14,-0.0361234321570828,-0.03146113666925976,0.14285714285714285,0.8571428571428571
has_deal&short_posts,neutral,80,-0.008474310204677479,-0.011841937116355117,0.2375,0.7375
has_deal&short_posts,oversold,84,-0.018347469602818946,-0.018252719000923956,0.2261904761904762,0.75
has_deal&short_posts,risk_off,10,-0.03564478897538807,-0.032313889522304295,0.1,0.9
has_night_post&deal_only,neutral,143,-0.008117155919525052,-0.011683853887658247,0.2867132867132867,0.6923076923076923
has_night_post&deal_only,oversold,97,-0.01913423634874758,-0.017840336825243885,0.20618556701030927,0.7731958762886598
has_night_post&deal_only,risk_off,12,-0.03510057198866124,-0.02602997489251535,0.16666666666666666,0.8333333333333334
has_night_post&deal_over_tariff,neutral,164,-0.009219566418226185,-0.012051441495532667,0.2804878048780488,0.7012195121951219
has_night_post&deal_over_tariff,oversold,116,-0.015659088011157837,-0.014558981376277702,0.25,0.7241379310344828
has_night_post&deal_over_tariff,risk_off,14,-0.0361234321570828,-0.03146113666925976,0.14285714285714285,0.8571428571428571
positive_heavy&deal_only,neutral,115,-0.005632997216489244,-0.011931383238828808,0.30434782608695654,0.6782608695652174
positive_heavy&deal_only,oversold,81,-0.021272812586052216,-0.02130169888336586,0.20987654320987653,0.7654320987654321
positive_heavy&deal_only,risk_off,11,-0.035230900327568926,-0.018392989524353975,0.18181818181818182,0.8181818181818182
positive_heavy&deal_over_tariff,neutral,138,-0.007520435225472802,-0.01292060521187871,0.2898550724637681,0.6956521739130435
positive_heavy&deal_over_tariff,oversold,100,-0.016835311029360235,-0.018252719000923956,0.26,0.71
positive_heavy&deal_over_tariff,risk_off,13,-0.03631239153372942,-0.029255313077842793,0.15384615384615385,0.8461538461538461
posts_high&deal_only,neutral,73,-0.0060447699627889295,-0.007861665044845534,0.3150684931506849,0.6712328767123288
posts_high&deal_only,oversold,81,-0.022434921847970933,-0.02069616788902351,0.18518518518518517,0.7901234567901234
posts_high&deal_only,risk_off,10,-0.038042534220977496,-0.0379898761575595,0.2,0.8
posts_high&deal_over_tariff,neutral,90,-0.009294393143184056,-0.015195420420249461,0.2777777777777778,0.7111111111111111
posts_high&deal_over_tariff,oversold,99,-0.018322030524449074,-0.018112448477493936,0.23232323232323232,0.7373737373737373
posts_high&deal_over_tariff,risk_off,12,-0.03874554404541661,-0.04226059316761216,0.16666666666666666,0.8333333333333334
posts_high&has_deal,neutral,113,-0.008532189508263168,-0.015097697410155986,0.2920353982300885,0.6902654867256637
posts_high&has_deal,oversold,107,-0.01568523012449264,-0.017799297691375116,0.2616822429906542,0.7102803738317757
posts_high&has_deal,risk_off,12,-0.03874554404541661,-0.04226059316761216,0.16666666666666666,0.8333333333333334
posts_very_high&deal_heavy,neutral,38,-0.02821344980929868,-0.026318762408858443,0.15789473684210525,0.8157894736842105
posts_very_high&deal_heavy,oversold,36,-0.012797164111572508,-0.014411198104681944,0.3333333333333333,0.6111111111111112
posts_very_high&deal_heavy,risk_off,7,-0.04544591233675691,-0.055265873257381526,0.0,1.0
posts_very_high&deal_only,neutral,38,-0.01195443368852714,-0.012899026698003635,0.2631578947368421,0.7368421052631579
