event,regime,n,mean_ret,median_ret,hit_up,hit_down
attack_heavy&tariff_streak_3d,neutral,15,0.01621423663547023,0.007518803242171579,0.8,0.2
attack_heavy&tariff_streak_3d,oversold,7,0.008354061568815177,0.004347890087289974,0.7142857142857143,0.2857142857142857
deal_over_tariff&tariff_streak_3d,neutral,14,0.011557071046415774,0.005618138230796377,0.7857142857142857,0.21428571428571427
deal_over_tariff&tariff_streak_3d,oversold,9,0.014236445814269662,0.017921145843494246,0.7777777777777778,0.2222222222222222
exclamation_heavy&tariff_streak_3d,calm_bull,9,-0.0028249777174951004,-0.006006007920966949,0.2222222222222222,0.7777777777777778
exclamation_heavy&tariff_streak_3d,neutral,35,0.0063893035941975625,0.0032466967807927016,0.6,0.4
exclamation_heavy&tariff_streak_3d,oversold,26,0.011139884852385916,0.004703489855994003,0.6923076923076923,0.3076923076923077
exclamation_heavy&tariff_streak_3d,risk_off,10,0.014035234186397183,0.00637569983646924,0.6,0.4
has_all_caps&deal_over_tariff,calm_bull,20,0.009259643446829552,0.007147270381274162,0.75,0.25
has_all_caps&deal_over_tariff,neutral,25,0.00740750781600298,0.008620696843930409,0.64,0.36
has_all_caps&deal_over_tariff,oversold,24,0.005555833679353264,0.006678010737782958,0.5416666666666666,0.4583333333333333
has_all_caps&deal_over_tariff,risk_off,5,-0.005044050803612077,-0.007220313815197166,0.4,0.6
has_attack&has_china,calm_bull,46,0.002451957806823615,0.0032866389228900506,0.5434782608695652,0.45652173913043476
has_attack&has_china,neutral,118,0.002785355313897202,0.0034430202139352772,0.5932203389830508,0.4067796610169492
has_attack&has_china,oversold,79,0.006611484098774826,0.00664452061619758,0.6455696202531646,0.35443037974683544
has_attack&has_china,risk_off,26,0.006807783676176763,0.006165957762610197,0.6153846153846154,0.38461538461538464
has_attack&open_tariff,calm_bull,15,0.007633250262488252,0.006756639084305682,0.6,0.4
has_attack&open_tariff,neutral,25,0.011093024191315179,0.004385835173171593,0.72,0.28
has_attack&open_tariff,oversold,20,0.0035273366174059908,0.007770457417828003,0.55,0.45
has_attack&open_tariff,risk_off,5,0.006672291638436989,0.013333248394095332,0.8,0.2
has_attack&tariff_streak_3d,calm_bull,6,0.0002739355495594564,-0.004732099526497335,0.3333333333333333,0.6666666666666666
has_attack&tariff_streak_3d,neutral,30,0.00792336114101348,0.0034896290379666794,0.6333333333333333,0.36666666666666664
has_attack&tariff_streak_3d,oversold,18,0.010552062862874708,0.004703489855994003,0.7222222222222222,0.2777777777777778
has_attack&tariff_streak_3d,risk_off,6,0.015102365120176875,0.00637569983646924,0.6666666666666666,0.3333333333333333
has_china&deal_only,calm_bull,12,0.011219040715494214,0.005704616583484978,0.5833333333333334,0.4166666666666667
has_china&deal_only,neutral,29,0.00732516401476617,0.005780431315741463,0.7241379310344828,0.27586206896551724
has_china&deal_only,oversold,23,0.0063794626455542045,0.00664452061619758,0.6086956521739131,0.391304347826087
has_china&deal_only,risk_off,9,0.004109851506441177,0.003278776693854679,0.5555555555555556,0.4444444444444444
has_china&deal_over_tariff,calm_bull,21,0.0023569839651886118,0.003125001036855979,0.5238095238095238,0.47619047619047616
has_china&deal_over_tariff,neutral,46,0.006782015968910441,0.004735136522950212,0.6739130434782609,0.32608695652173914
has_china&deal_over_tariff,oversold,37,0.004623533188246154,0.005059089624698032,0.5675675675675675,0.43243243243243246
has_china&deal_over_tariff,risk_off,12,-0.0009385514148146553,-0.0019067119451924852,0.5,0.5
