epoch,train_loss,val_loss,val_acc,val_regime_acc
1,1.0044135999731059,0.9252496089565155,0.5662100456621004,0.7853881278538812
2,0.8340986839638416,0.8043853975322148,0.5570776255707762,0.8721461187214612
3,0.7137854476469382,0.7551835794427079,0.5570776255707762,0.9041095890410958
4,0.649021945169626,0.7264334611152405,0.5525114155251142,0.9406392694063926
5,0.622687344545937,0.7148532840214907,0.547945205479452,0.954337899543379
6,0.5856010325526573,0.7111032871895184,0.5388127853881278,0.9817351598173516
7,0.5624150815329335,0.7137453577834177,0.5662100456621004,0.9908675799086758
8,0.5463309126461556,0.7147551720545172,0.5662100456621004,0.9908675799086758
9,0.5249305928757587,0.7147145023629001,0.5388127853881278,0.9908675799086758
10,0.5051187569070326,0.7301737856647196,0.589041095890411,0.9908675799086758
11,0.49759367295011847,0.732052514270016,0.5662100456621004,0.9908675799086758
12,0.4814492852847468,0.7486752930297155,0.54337899543379,0.9954337899543378
13,0.4609677668652833,0.7613222250655362,0.5844748858447488,0.9954337899543378
14,0.45027145762680415,0.7585046454651715,0.6027397260273972,0.9908675799086758
