event,regime,n,mean_ret,median_ret,hit_up,hit_down
has_china&pre_action,calm_bull,10,0.013854790190749667,0.013866327832207093,0.9,0.1
has_china&pre_action,neutral,18,0.002175099831763055,0.0026534210128986713,0.5555555555555556,0.3888888888888889
has_china&pre_action,oversold,9,-0.004553492923950599,-0.005565728052539409,0.2222222222222222,0.6666666666666666
has_china&sig_potus,calm_bull,10,0.007845151937348537,0.0038075290295438435,0.6,0.1
has_china&sig_potus,neutral,18,0.0018734976912440577,0.002621355371671852,0.5555555555555556,0.2777777777777778
has_china&sig_potus,oversold,8,0.0026603288291896787,0.006598018850913601,0.625,0.375
has_china&volume_spike,calm_bull,21,0.007381391004193396,0.006160336505353747,0.7142857142857143,0.14285714285714285
has_china&volume_spike,neutral,27,0.0036025830512214415,0.0021051626102310816,0.5185185185185185,0.2962962962962963
has_china&volume_spike,oversold,9,0.00020682298052779015,-0.0035778576176994648,0.3333333333333333,0.5555555555555556
has_deal&has_market_brag,calm_bull,27,0.0026797045540303266,0.0021368114711906028,0.6666666666666666,0.25925925925925924
has_deal&has_market_brag,neutral,31,0.0027545066607968104,0.0043478158736534045,0.5806451612903226,0.3548387096774194
has_deal&has_market_brag,oversold,6,0.01562006508017664,0.009801706342982497,0.8333333333333334,0.16666666666666666
has_iran&open_deal,calm_bull,9,0.005061819244105253,0.007518830283381739,0.6666666666666666,0.3333333333333333
has_iran&open_deal,neutral,10,0.00027081797642127816,0.000972881706778117,0.5,0.4
has_iran&open_deal,oversold,9,0.001146712184227029,0.00657855124434259,0.5555555555555556,0.4444444444444444
has_market_brag&deal_only,calm_bull,22,0.0032111913361020927,0.0021014143636209903,0.6818181818181818,0.22727272727272727
has_market_brag&deal_only,neutral,23,0.003041200263033976,0.0043478158736534045,0.6086956521739131,0.30434782608695654
has_market_brag&deal_over_tariff,calm_bull,25,0.0020196129301695187,0.002066017256051378,0.64,0.28
has_market_brag&deal_over_tariff,neutral,26,0.0016601638632193088,0.003865916707614603,0.5769230769230769,0.34615384615384615
has_market_brag&deal_over_tariff,oversold,5,0.011847494592976005,0.006329124569471434,0.8,0.2
has_market_brag&has_china,calm_bull,27,0.0033195714201447795,0.003788206886180312,0.6666666666666666,0.2222222222222222
has_market_brag&has_china,neutral,30,0.0018790948857330236,0.002045098815845914,0.5333333333333333,0.43333333333333335
has_market_brag&has_china,oversold,8,0.009864815015186462,0.005265435725740786,0.625,0.25
has_market_brag&pre_deal,calm_bull,16,0.0014228380059048557,0.0026180937049599118,0.6875,0.25
has_market_brag&pre_deal,neutral,14,0.0013933402609997345,0.0027315999312843564,0.5714285714285714,0.2857142857142857
has_night_post&has_chips,calm_bull,13,0.0012560708694656984,0.0038092932860740447,0.5384615384615384,0.3076923076923077
has_night_post&has_chips,neutral,7,0.0022314436249699643,0.0054246279923722,0.5714285714285714,0.2857142857142857
has_relief&attack_heavy,calm_bull,9,-0.0002436867096881068,-0.003338814535460033,0.4444444444444444,0.5555555555555556
has_relief&attack_heavy,neutral,10,0.007804293190637035,0.008516986602474685,0.7,0.2
has_relief&attack_heavy,oversold,7,0.01220488172064311,-0.003389869049355121,0.42857142857142855,0.5714285714285714
has_relief&has_action,neutral,13,0.006044090437926308,0.007963576638505332,0.6153846153846154,0.38461538461538464
has_relief&has_action,oversold,6,0.006041918807555983,-0.003270485486482899,0.5,0.5
has_relief&has_action,risk_off,5,-0.0009898671118255375,0.012629289539948463,0.6,0.4
