epoch,train_loss,val_loss,val_acc,val_regime_acc
1,0.951583431557538,0.919056503481455,0.5475113122171946,0.6244343891402715
2,0.8225501781478922,0.8418606805585628,0.5746606334841629,0.6606334841628959
3,0.7682157780397385,0.7954654378049514,0.583710407239819,0.8552036199095022
4,0.7387060421035889,0.769832796101117,0.579185520361991,0.9230769230769231
5,0.7208071234391973,0.7583484121037825,0.5882352941176471,0.9411764705882353
6,0.7056459408392881,0.7465314649348884,0.5972850678733032,0.9547511312217195
7,0.6948052151317903,0.7359591932857737,0.5656108597285068,0.9547511312217195
8,0.6780969279972627,0.7394912455955781,0.6063348416289592,0.9683257918552036
9,0.671622468252233,0.732072258157428,0.6063348416289592,0.9819004524886877
10,0.6573281205274204,0.7234631811871248,0.5610859728506787,0.9909502262443439
11,0.6571745446659027,0.7282776066620426,0.5701357466063348,0.9864253393665159
12,0.6478677274709079,0.7216035777627073,0.5248868778280543,0.9819004524886877
13,0.6316308574880508,0.7247610636965721,0.5429864253393665,0.9909502262443439
14,0.6236163461909575,0.7237886368419251,0.5339366515837104,0.9909502262443439
15,0.6125918478251778,0.726492599933935,0.5248868778280543,1.0
16,0.6114145349053776,0.7383489473912511,0.5158371040723982,0.9909502262443439
17,0.5881298661231995,0.7444415008859937,0.5248868778280543,1.0
18,0.585534373069192,0.75303413209872,0.5339366515837104,0.9909502262443439
19,0.5808411433734996,0.76467649052046,0.579185520361991,0.9909502262443439
20,0.5517074962988257,0.7726355356868037,0.5520361990950227,0.9909502262443439
